%DISC_PRODUCT_NAME1 VMS Consolidated
%DISC_PRODUCT_NAME2 Software Distribution
%KIT_PART_NUMBER QA-VWJ8A-A8. N01
%SPINE_PART_NUMBER AV-MN37N-RE
!
%DISC_PART_NUMBER AG-MN36S-RE,AG-PASML-RE,AG-PCXXF-RE,AG-PFXCC-RE
%DFARS Y
!
%LABEL CDBIN01MAY11,CDBIN01MAY12,CDBIN01MAY13,CDBIN01MAY14
%TYPE CONDIST
%RELEASE_DATE May 1991
%TOC_PART_NUMBER AA-MN64E-RE
!
!
!Consoliation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]        *
%FILE      SPD                   TEXT               [.LINE_DOCS]  _SPD
%FILE      SPD                   POSTSCRIPT         [.POST_DOCS]  _SPD
%FILE      SSA                   TEXT               [.LINE_DOCS]  _SSA
%FILE      SSA                   POSTSCRIPT         [.POST_DOCS]  _SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.LINE_DOCS]  _IGUIDE
%FILE      INSTALLATION_GUIDE    POSTSCRIPT         [.POST_DOCS]  _IGUIDE
%FILE      COVER_LETTER          TEXT               [.LINE_DOCS]  _COVER
%FILE      COVER_LETTER          POSTSCRIPT         [.POST_DOCS]  _COVER
!
%EXCEPTION EXCEPTIONS_FILE
%CONTIGUOUS NO
%ADD_SAVESET CDROM$UTILITY:CDMENU.BCK [CDROM]
%ADD_SAVESET CDROM$UTILITY:MAY1991_CONDIST_NOTES.BCK [CDROM]
!
%END_OF_DATA
!
!Product Name                                                      UPI  Ver     Kit  St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"DEC GKS-3D FOR VMS (Runtime)"                                    VFYEA  1.1    SSB   A  Y  N  N  DECGKS3DRT011  4
"DEC GKS-3D/JAPANESE FOR VMS"                                     VFXJA  1.1    SSB   A  Y  N  N  DECGKS3DJ011   4
"DEC GKS-3D/JAPANESE FOR VMS (Runtime)"                           VFYJA  1.1    SSB   A  Y  N  N  DECGKS3DRTJ011 4
"DEC GKS/JAPANESE FOR VMS/JAPANESE"                               810JA  4.1    SSB   A  Y  N  N  DECGKSJ041     4
"DEC GKS/JAPANESE FOR VMS/JAPANESE (Runtime)"                     811JA  4.1    SSB   A  Y  N  N  DECGKSJRTO041  4
"DEC IEZ11 CLASS DRIVER FOR VMS"                                  YEHAA  1.0    SSB   A  Y  N  N  IEZ11010       4
"DEC INFOSERVER CLIENT FOR VMS"                                   GGWAA  1.0    SSB   A  Y  N  N  ESS010         1
"DEC ODA CDA GATEWAY FOR VMS"                                     YHNAA  1.0    SSB   N  Y  N  N  ODA010         2   
"DEC PHIGS FOR VMS"                                               0KBAA  2.2    SSB   A  Y  N  N  DECPHIGS022    4
"DEC PHIGS FOR VMS (Runtime)"                                     VK1AA  2.2    SSB   A  Y  N  N  DECPHIGSRTO022  4
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE"                             0KBJA  2.2    SSB   A  Y  N  N  DECPHIGSJ022    4
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE (Runtime)"                   VK1JA  2.2    SSB   A  Y  N  N  DECPHIGSJTRO022 4
"DEC PRINTSERVER SUPPORTING HOST SOFTWARE FOR VMS"                798AA  3.2    SSB   A  Y  N  N  LPSVS032       2
"DEC RDBACCESS FOR ORACLE ON VMS"                                 YQVAA  1.0    SSB   A  Y  N  N  VIDAO010       4
"DEC RDBACESS FOR VAX RMS ON VMS"                                 YQZAA  1.0    SSB   N  Y  N  N  NSDS010       4
"DEC RDBEXPERT FOR VMS"                                           VFJAA  1.0    SSB   A  Y  N  N  RDBX010        4
"DEC REALTIME TEST INTEGRATOR FOR VMS (Development)"              YWQAA  2.0    SSB   N  Y  N  N  RTI020        4
"DEC REALTIME TEST INTEGRATOR FOR VMS (Runtime)"                  B15AA  2.0    SSB   N  Y  N  N  RTIRTO020     4
"DEC SOFTPC FOR VMS"                                              YNWAA  2.2    SSB   A  Y  N  N  SOFTPC022      4
"DEC TRELLIS OBJECT SYSTEM FOR VMS"                               YLVAA  1.0    SSB   A  Y  N  N  TRELLIS010     4
"DEC VUIT (VISUAL USER INTERFACE TOOL) FOR VMS"                   YHCAA  1.0    SSB   A  Y  N  N  VUIT010        4
"DEC/EDI"                                                         YM2AA  1.0    SSB   A  Y  N  N  DECEDI010      2
"DECBRIDGE 500 SOFTWARE MICROCODE FOR VMS"                        YLYAA  2.2    SSB   A  N  N  N  DEFEB022       2
"DECCONCENTRATOR 500 SOFTWARE MICROCODE FOR VMS"                  YLZAA  2.3    SSB   A  N  N  N  DEFCN023       2
"DECDECISION"                                                     VW3AA  1.1    SSB   A  Y  N  N  DECISION011    2
"DECDECISION/DEUTSCH"                                             VW3GA  1.1    SSB   A  Y  N  N  DECISIONDE011  3
"DECDECISION/ESPAÑOL"                                             VW3SA  1.1    SSB   A  Y  N  N  DECISIONES011  3
"DECDECISION/FRANCAIS"                                            VW3PA  1.1    SSB   A  Y  N  N  DECISIONFR011  3
"DECDECISION/NEDERLANDS"                                          VW3HA  1.1    SSB   A  Y  N  N  DECISIONNL011  3
"DECDECISION/SVENSKA FOR VMS"                                     VW3MA  1.1    SSB   A  Y  N  N  DECISIONSE011  3
"DECDESIGN"                                                       YFDAA  1.0    SSB   A  Y  N  N  DES010         2
"DECDX/VMS"                                                       708AA  1.2    SSB   A  Y  N  N  DDX012         2
"DECELMS (DEC EXTENDED LAN MANAGEMENT SOFTWARE)"                  YFPAA  1.1    SSB   A  Y  N  N  ELMS011        2
"DECFORMS"                                                        VCHAA  1.3    SSB   U  Y  N  N  FORMS013       1
"DECFORMS (Runtime)"                                              VNSAA  1.3    SSB   U  Y  N  N  FORMSRT013     1
"DECFORMS/JAPANESE"                                               VCHJA  1.2    SSB   N  Y  N  N  FORMSJ012      4
"DECFORMS/JAPANESE (Runtime)"                                     VNSJA  1.2    SSB   N  Y  N  N  FORMSRTJ012    4
"DECIMAGE APPLICATION SERVICES FOR VMS"                           892AA  2.0    SSB   A  Y  N  N  IMG020         2
"DECIMAGE SCAN SOFTWARE FOR VMS"                                  VPFAA  2.0    SSB   A  Y  N  N  ISA020         2
"DECIMAGE STORAGE MANAGER FOR VMS"                                893AA  1.0    SSB   A  Y  N  N  ISM010         2
"DECINTACT"                                                       VF1AA  1.1    SSB   A  Y  N  N  DECINTACT011   4
"DECINTACT (Runtime)"                                             VF2AA  1.1    SSB   A  Y  N  N  DECINTACT011   4
"DECINTACT (Remote)"                                              VF3AA  1.1    SSB   A  Y  N  N  DECINTACT011   4
"DECISION EXPERT FOR VMS"                                         VI2AA  1.0B   SSB   A  Y  N  N  DEEX010        4
"DECMCC BASIC MANAGEMENT SYSTEM"                                  YSUAA  1.1    SSB   U  Y  N  N  MCCBMS011      4
"DECMCC DEVELOPER'S TOOLKIT"                                      YSWAA  1.1    SSB   U  Y  N  N  MCCTK011       4  
"DECMCC DIRECTOR"                                                 VM9AA  1.1    SSB   U  Y  N  N  MCCDIR011      4
"DECMCC ENTERPRISE MANAGEMENT STATION"                            YFVAA  2.0    SSB   A  Y  N  N  MCCEMS020      4
"DECMCC SITE MANAGEMENT STATION"                                  YGLAA  2.0    SSB   A  Y  N  N  MCCSMS020      4
"DECMCC TCP/IP SNMP ACCESS MODULE FOR VMS"                        YSVAA  1.0    SSB   A  Y  N  N  MCCTCPIP010    4
"DECMCC WANDESIGNER"                                              YMGAA  1.0    SSB   A  Y  N  N  NDS010         4
"DECMESSAGEQ FOR VMS"                                             GKPAA  1.0    SSB   N  Y  Y  N  DMQ010         2
"DECNDU (NETWORK DEVICE UPGRADE) UTILITY FOR VMS"                 YWWAA  1.0    SSB   A  Y  N  N  NDU010         2
"DECNET-VAX"                                                      D05AA  5.4    SSB   A  N  N  N  NETVAX054      1
"DECNET/SNA DATA TRANSFER FACILITY"                               VEBAA  2.0    SSB   A  Y  N  N  SNADTFS020     2
"DECNET/SNA DATA TRANSFER FACILITY"                               VEKAA  2.0    SSB   A  Y  N  N  SNADTFU020     2
"DECNET/SNA GATEWAY FOR CHANNEL TRANSPORT"                        VC9AA  2.0    SSB   A  Y  N  N  SNACSA020      2
"DECNET/SNA GATEWAY FOR SYNCHRONOUS TRANSPORT"                    S01AA  1.1    SSB   A  Y  N  N  SNACST011      2
"DECNET/SNA VMS 3270 DATA STREAM PROGRAMMING INTERFACE"           363AA  1.4    SSB   A  Y  N  N  SNA3270014     2
"DECNET/SNA VMS 3270 TERMINAL EMULATOR"                           454AA  1.5    SSB   A  Y  N  N  SNATE015       2
"DECNET/SNA VMS APPC/LU6.2 PROGRAMMING INTERFACE"                 022AA  2.2    SSB   A  Y  N  N  SNALU62022     2
"DECNET/SNA VMS APPLICATION PROGRAMMING INTERFACE"                455AA  2.3    SSB   A  Y  N  N  SNALU0023      2
"DECNET/SNA VMS DISOSS DOCUMENT EXCHANGE FACILITY"                042AA  1.4    SSB   A  Y  N  N  SNADDXF014     2
"DECNET/SNA VMS DISTRIBUTED HOST COMMAND FACILITY"                043AA  1.2    SSB   A  Y  N  N  SNADHCF012     2
"DECNET/SNA VMS GATEWAY MANAGEMENT"                               VCKAA  2.1    SSB   A  Y  N  N  SNAGM021       2
"DECNET/SNA VMS PRINTER EMULATOR"                                 044AA  1.2    SSB   A  Y  N  N  SNAPRE012      2
"DECNET/SNA VMS REMOTE JOB ENTRY"                                 453AA  1.4    SSB   A  Y  N  N  SNARJE014      2
"DECOMNI/VMS"                                                     YMEAA  1.0    SSB   A  Y  N  N  OMNI010        2
"DECPAGE"                                                         AANAA  3.1    SSB   A  Y  N  N  PAGE031        4
"DECPAGE/DEUTSCH"                                                 AANGA  3.1    SSB   A  Y  N  N  DECPAGEGERM031 3
"DECPAGE/ESPAÑOL"                                                 AANSA  3.1    SSB   A  Y  N  N  DECPAGESPAN031 3
"DECPAGE/ITALIANO"                                                AANUA  3.1    SSB   A  Y  N  N  DECPAGEITAL031 3
"DECPRESENT FOR VMS"                                              YHEAA  1.0    SSB   A  Y  N  N  PRESENT010     2
"DECPRINT PRINTING SERVICES FOR VMS"                              YNCAA  4.0    SSB   N  Y  N  N  CPS040         4
"DECPRINT PRINTING SERVICES/JAPANESE FOR VMS/JAPANESE"            YNCJA  4.0    SSB   N  Y  N  N  CPSJ040        4
"DECPRINT UTILITY FOR POSTSCRIPT TO SIXEL PRINTING FOR VMS"       VZPAA  1.0    SSB   A  Y  N  N  PSPRINT010     4
"DECROUTER 2000"                                                  VI8AA  1.2    SSB   A  Y  N  N  ROU012         2
"DECROUTER 250"                                                   YG6AA  1.0    SSB   A  Y  N  N  RT2010         2
"DECSCHEDULER FOR VMS"                                            YLLAA  1.1    SSB   A  Y  N  N  SCHEDULER011   4
"DECSERVER 200 FOR VMS"                                           VCBAA  3.1    SSB   U  Y  N  N  DS2031         2
"DECSERVER 250 FOR VMS"                                           VTMAA  1.0    SSB   A  Y  N  N  DS25010        2
"DECSERVER 300 FOR VMS"                                           VTUAA  2.0    SSB   U  Y  N  N  DS3020         2
"DECSERVER 500 FOR VMS"                                           03KAA  2.1    SSB   A  Y  N  N  DS5021         2
"DECTRACE FOR VMS"                                                VW2AA  1.0A   SSB   A  Y  N  N  EPC010         4
"DECVIEW3D FOR VMS"                                               7969A  2.0    SSB   A  Y  N  N  DECVIEW3D020   4
"DECVOICE SOFTWARE"                                               VFUAA  1.1    SSB   A  Y  N  N  VOX011         4
"DECWINDOWS DECNET/SNA 3270 TERMINAL EMULATOR FOR VMS"            VXBAA  1.0    SSB   A  Y  N  N  SNADWTE010     2
"DECWRITE FOR VMS"                                                VVFAA  1.1    SSB   A  Y  N  N  DECWRITE011    1
"DECWRITE/BRITISH FOR VMS"                                        VVFEA  1.1    SSB   U  Y  N  N  DECWRITEBR011  3
"DECWRITE/DANSK FOR VMS"                                          VVFDA  1.1    SSB   U  Y  N  N  DECWRITEDA011  3 
"DECWRITE/DEUTSCH FOR VMS"                                        VVFGA  1.1    SSB   A  Y  N  N  DECWRITEDE011  3
"DECWRITE/ESPAÑOL FOR VMS"                                        VVFSA  1.1    SSB   U  Y  N  N  DECWRITEES011  3
"DECWRITE/FRANCAIS FOR VMS"                                       VVFCA  1.0    SSB   A  Y  N  N  DECWRITEFR010  3
"DECWRITE/ITALIANO FOR VMS"                                       VVFUA  1.0    SSB   A  Y  N  N  DECWRITEIT010  3
"DECWRITE/JAPANESE FOR VMS/JAPANESE"                              VVFJA  1.0    SSB   A  Y  N  N  DECWRITEJA010  4
"DECWRITE/NEDERLANDS FOR VMS"                                     VVFHA  1.1    SSB   U  Y  N  N  DECWRITENL011  3
"DECWRITE/NORSK FOR VMS"                                          VVFNA  1.0    SSB   A  Y  N  N  DECWRITENO010  3
"DECWRITE/SUOMI FOR VMS"                                          VVFFA  1.1    SSB   U  Y  N  N  DECWRITEFI011  3
"DECWRITE/SVENSKA FOR VMS"                                        VVFMA  1.1    SSB   A  Y  N  N  DECWRITESE011  3
"DIGITAL EXTENDED MATH LIBRARY FOR VMS"                           YEZAA  1.0A   SSB   U  Y  N  N  DXML010        4
"DIGITAL CARTRIDGE SERVER COMPONENT FOR VMS"                      YWNAA  1.0    SSB   N  Y  N  N  DCSC010        2
"DECWINDOWS 4125 EMULATOR FOR VMS"                                VZQAA  1.0    SSB   N  Y  N  N  DW4125010      1
"DECWINDOWS DECNET/SNA 3270 TE/JAPANESE"                          VXBJA  1.0    SSB   N  Y  N  N  SNADWTEJA010   4
"DRB32 VMS DRIVERS"                                               VF5AA  3.0    SSB   A  Y  N  N  DRB32030       2
"DRX11-C/VMS DRIVER"                                              S36AA  6.0    SSB   A  Y  N  N  DRX11C060      2
"EXTERNAL DOCUMENT EXCHANGE WITH IBM DISOSS"                      761AA  2.1    SSB   A  Y  N  N  EDEDIS021      2
"FORTRAN IV/VAX TO RSX"                                           107AA  2.8    SSB   A  Y  N  N  FORIV028       4
"IEX-VMS-DRIVER"                                                  519AA  4.2    SSB   A  Y  N  N  IEX042         2
"INFOSERVER 100 SOFTWARE"                                         YSHAA  1.1    SSB   A  N  Y  N  INFOSERV011    1
"IXV/VAXELN DRIVER"                                               VG3AA  2.0    SSB   A  Y  N  N  IXVELN020      2
"IXV11/VMS DRIVER"                                                VHZAA  2.0    SSB   A  Y  N  N  IXV11020       2
"LAN TRAFFIC MONITOR"                                             VEHAA  1.2    SSB   A  Y  N  N  LTM012         2
"MICROVAX MIRA SWITCH CONTROL"                                    09TAA  2.2    SSB   A  Y  N  N  MRA022         2
"MICROVAX/DRQ3B DEVICE DRIVER"                                    0APAA  1.3    SSB   A  Y  N  N  HX013          2
"MIRA HIGH AVAILABILITY MANAGEMENT SOFTWARE FOR VMS"              YHMAA  1.0    SSB   A  Y  N  N  HAMS010        2
"MUXSERVER 100 REMOTE TERMINAL SERVER"                            VE4AA  2.3    SSB   A  Y  N  N  MSVAENG023     2
"MUXSERVER 300 REMOTE TERMINAL SERVER FOR VMS"                    VT7AA  1.2    SSB   A  Y  N  N  MS3012         2
"NMCC/DECNET MONITOR"                                             VTGAA  2.3    SSB   A  Y  N  N  NMCC023        2
"NMCC/VAX ETHERNIM"                                               514AA  2.3    SSB   A  Y  N  N  ENIM023        2
"PATHWORKS FOR VMS"                                               A93AA  4.0    SSB   N  Y  N  N  PCSA040        2
"PBXSERVER"                                                       VCCEA  2.1    SSB   A  Y  N  N  PBXSERVER021   2
"PDP-11 C FOR VMS"                                                YEJAA  1.1    SSB   A  Y  N  N  PDP11C011      4
"PDP-11 DATATRIEVE/VAX"                                           105AA  3.3A   SSB   A  Y  N  N  DTR11033       4
"PDP-11 FORTRAN-77/VAX TO RSX"                                    138AA  5.4    SSB   A  Y  N  N  FOR77PDP054    4
"PDP-11 SYMBOLIC DEBUGGER/VAX TO RSX"                             139AA  2.2    SSB   A  Y  N  N  PDPDEBUG022    4
"REMOTE SYSTEM MANAGER"                                           B13AA  2.2    SSB   A  Y  N  N  RSMSRV022      2
"SESSION SUPPORT UTILITY"                                         VE3AA  1.1    SSB   A  Y  N  N  SSU011         2
"TERMINAL SERVER MANAGER"                                         VDHAA  1.3    SSB   A  Y  N  N  TSM013         2
"VAX 2780/3780 PROTOCOL EMULATOR"                                 111AA  1.7    SSB   A  Y  N  N  BSCPTP017      2
"VAX 3271 PROTOCOL EMULATOR"                                      112AA  2.5    SSB   A  Y  N  N  V3271E025      2
"VAX ACMS (Runtime)"                                              076AA  3.1A   SSB   A  Y  N  N  ACMSRTO031     1
"VAX ACMS (Development)"                                          079AA  3.1A   SSB   A  Y  N  N  ACMSDEV031     1
"VAX ACMS (Remote)"                                               Y30AA  3.1A   SSB   A  Y  N  N  ACMSREM031     1
"VAX ADA"                                                         056AA  2.2    SSB   A  Y  N  N  ADA022         1
"VAX ADE"                                                         425AA  2.5    SSB   A  Y  N  N  ADE025         4
"VAX APL"                                                         020AA  3.2    SSB   A  Y  N  N  APL032         1
"VAX BASIC"                                                       095AA  3.4    SSB   A  Y  N  N  BASIC034       1
"VAX BLISS-32 IMPLEMENTATION LANGUAGE"                            106AA  4.6    SSB   A  Y  N  N  BLS32046       1
"VAX C"                                                           015AA  3.2    SSB   A  Y  N  N  VAXC032        1
"VAX CDD/PLUS"                                                    897AA  4.3    SSB   U  Y  N  N  CDD043         1
"VAX COBOL GENERATOR"                                             365AA  1.3    SSB   A  Y  N  N  GEN013         1
"VAX COBOL GENERATOR/JAPANESE"                                    365JA  1.3    SSB   A  Y  N  N  JGEN013        4
"VAX COBOL"                                                       099AA  4.4    SSB   U  Y  N  N  COBOL044       1
"VAX COBOL/JAPANESE"                                              099JA  4.3    SSB   A  Y  N  N  JCOBOL043      4
"VAX COMPUTER INTEGRATED TELEPHONY MESSAGE DESK"                  YG8AA  1.0    SSB   A  Y  N  N  CITMD010       2
"VAX COPROCESSOR/RSX"                                             VFEAA  1.1    SSB   A  Y  N  N  CPRSX011       4
"VAX DATA DISTRIBUTOR"                                            VDRAA  2.2    SSB   A  Y  N  N  DDAL022        1
"VAX DATATRIEVE"                                                  898AA  5.1    SSB   A  Y  N  Y  DTR051         1
"VAX DATATRIEVE/JAPANESE"                                         898JA  4.2    SSB   A  Y  N  N  JDTR042        4
"VAX DBMS"                                                        899AA  4.2    SSB   A  Y  N  N  DBMDEV042      1
"VAX DBMS (Runtime)"                                              915AA  4.2    SSB   A  Y  N  N  DBMRTO042      1
"VAX DEC/CMS"                                                     007AA  3.4    SSB   A  Y  N  N  CMS034         1
"VAX DEC/MAP"                                                     VFZAA  3.0    SSB   A  Y  N  N  MAP030         1
"VAX DEC/MMS"                                                     VADAA  2.6    SSB   A  Y  N  N  MMS026         1
"VAX DEC/TEST MANAGER"                                            927AA  3.2    SSB   A  Y  N  N  DTM032         1
"VAX DECALC"                                                      310AA  3.1    SSB   A  Y  N  N  CALC031        1
"VAX DECALC-PLUS"                                                 A98AA  3.1    SSB   A  Y  N  N  PLUS031        1
"VAX DECGRAPH"                                                    360AA  1.6    SSB   A  Y  N  N  GRAPH016       1
"VAX DECSCAN VMS AND ELN BITBUS DRIVERS"                          VCJAA  2.0    SSB   A  Y  N  N  IBQ020         2
"VAX DECSCAN VMS SOFTWARE TOOLKIT"                                VCSAA  2.1    SSB   A  Y  N  N  IOTK021        2
"VAX DECSLIDE"                                                    361AA  1.4    SSB   A  Y  N  N  SLIDE014       4
"VAX DIBOL"                                                       018AA  4.1A   SSB   A  Y  N  N  DIBOL041       1
"VAX DISK STRIPING DRIVER FOR VMS"                                YELAA  1.0    SSB   A  Y  N  N  STRIPE010      2
"VAX DISTRIBUTED FILE SERVICE"                                    VEQAA  1.2    SSB   A  Y  N  N  DFS012         2
"VAX DISTRIBUTED NAME SERVICE"                                    VERAA  1.1A   SSB   A  Y  N  N  DNS011         2
"VAX DISTRIBUTED QUEUING SERVICE"                                 VENAA  1.1    SSB   A  Y  N  N  DQS011         2
"VAX DOCUMENT"                                                    VEEAA  2.0    SSB   A  Y  N  N  DOC020         1
"VAX DSM"                                                         130AA  6.0    SSB   A  Y  N  N  DSM060         2
"VAX FMS"                                                         VD7AA  2.4    SSB   A  Y  N  N  FMSFDV024      1
"VAX FMS (Runtime)"                                               VD8AA  2.4    SSB   A  N  N  N  VAXFMS024      1
"VAX FMS/JAPANESE"                                                VD7JA  2.4    SSB   A  Y  N  N  FMSFDVJ024     4
"VAX FMS/JAPANESE (Runtime)"                                      VD8JA  2.4    SSB   A  N  N  N  VAXFMSJ024     4
"VAX FORTRAN HIGH PERFORMANCE OPTION"                             YHBAA  1.1    SSB   A  Y  N  N  FORTHPO011      1
"VAX FORTRAN"                                                     100AA  5.6    SSB   A  Y  N  N  FORT056        1
"VAX ISDN ACCESS"                                                 VZCAA  1.1    SSB   A  Y  N  N  ISDN-ACCESS011  2
"VAX ISDN"                                                        VZ9AA  1.1    SSB   A  Y  N  N  ISDN011         2
"VAX LANGUAGE SENSITIVE EDITOR/SOURCE CODE ANALYZER"              057AA  3.1    SSB   A  Y  N  N  LSE031          1
"VAX LISP/VMS"                                                    917AA  3.1    SSB   A  Y  N  N  LISP031         2
"VAX LN03 IMAGE SUPPORT SOFTWARE"                                 VZRAA  1.0    SSB   A  Y  N  N  LN03IMAGE010    2
"VAX NOTES"                                                       960AA  2.0    SSB   A  Y  N  N  NOTES020        1
"VAX NOTES"                                                       960AA  2.1    SSB   A  Y  N  N  NOTES021        1
"VAX OPS5"                                                        913AA  3.0A   SSB   A  Y  N  N  OPS030          1
"VAX PACKETNET SYSTEM INTERFACE ACCESS"                           061AA  4.3    SSB   A  Y  N  N  PSI_AC043       2
"VAX PACKETNET SYSTEM INTERFACE"                                  071AA  4.3    SSB   A  Y  N  N  PSI043          2
"VAX PASCAL"                                                      126AA  4.2    SSB   U  Y  N  N  PASCAL042       1
"VAX PERFORMANCE ADVISOR"                                         VE5AA  2.1    SSB   A  Y  N  Y  VPA021          1
"VAX PERFORMANCE AND COVERAGE ANALYZER"                           119AA  3.0    SSB   A  Y  N  N  PCA030          1
"VAX PL/I"                                                        114AA  3.4    SSB   A  Y  N  N  PLI034          1
"VAX PRINTSERVER CLIENT SOFTWARE"                                 797AA  3.0    SSB   A  Y  N  N  LPSVC030        2
"VAX PRINTSERVER SUPPORTING HOST SW/JAPANESE FOR VMS/JAPANESE"    798JA  3.2    SSB   A  Y  N  N  LPSVSJ032       4
"VAX PUBLIC ACCESS COMMUNICATIONS"                                VFHAA  1.3    SSB   U  Y  N  N  VAXPAC013       1
"VAX RALLY"                                                       A86AA  2.2    SSB   A  Y  N  N  RALDO022        1
"VAX RALLY (Runtime)"                                             VF4AA  2.2    SSB   A  N  N  N  RALRTO022       1
"VAX RDB/ELN"                                                     D07AA  2.2    SSB   A  Y  N  N  RDBB022         4
"VAX RDB/VMS"                                                     358AA  4.0    SSB   A  Y  N  N  RDBVMSRTO040    1
"VAX RDB/VMS (Interactive)"                                       VCLAA  4.0    SSB   A  Y  N  N  RDBVMSINT040    1
"VAX RDB/VMS (Full Development)"                                  VD2AA  4.0    SSB   A  Y  N  N  RDBVMSDEV040    1
"VAX RDB/VMS/JAPANESE (Full Development)"                         VD2JA  4.0    SSB   A  N  N  N  JRDBVMSDEV040   4
"VAX REAL-TIME ACCELERATOR SOFTWARE"                              VJNAA  2.0A   SSB   A  Y  N  N  VRTA020         2
"VAX REMOTE ENVIRONMENTAL MONITORING SOFTWARE"                    VI5AA  1.2    SSB   A  Y  N  N  REMS012         2
"VAX RMS JOURNALING"                                              VDVAA  5.4    SSB   A  N  N  N  RMSJNL054       1
