%DISC_PRODUCT_NAME1 VMS Consolidated
%DISC_PRODUCT_NAME2 Software Distribution 
%KIT_PART_NUMBER QA-VWJ8A-A8. S01
%SPINE_PART_NUMBER AV-MN37V-RE
!
%DISC_PART_NUMBER AG-MN36V-RE,AG-PASMP-RE,AG-PCXXK-RE,AG-PFXCF-RE,AG-PJ4YB-RE
%DFARS Y
!
%LABEL CDBIN06NOV11,CDBIN06NOV12,CDBIN06NOV13,CDBIN06NOV14,CDBIN06NOV15
%TYPE CONDIST
%RELEASE_DATE November 1991
%TOC_PART_NUMBER AA-MN64J-RE
!
!
!Consolidation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]        *
%FILE      SPD                   TEXT               [.LINE_DOCS]  _SPD
%FILE      SPD                   POST               [.POST_DOCS]  _SPD
%FILE      SSA                   TEXT               [.LINE_DOCS]  _SSA
%FILE      SSA                   POST               [.POST_DOCS]  _SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.LINE_DOCS]  _IGUIDE
%FILE      INSTALLATION_GUIDE    POST               [.POST_DOCS]  _IGUIDE
%FILE      COVER_LETTER          TEXT               [.LINE_DOCS]  _COVER
%FILE      COVER_LETTER          POST               [.POST_DOCS]  _COVER
!
%EXCEPTION EXCEPTIONS_FILE
%CONTIGUOUS NO
%ADD_SAVESET CDROM$UTILITY:CDMENU.BCK [CDROM]
%ADD_SAVESET CDROM$UTILITY:NOVEMBER1991_CONDIST_NOTES.BCK [CDROM]
!
%END_OF_DATA
!
!Product Name                                                      UPI  Ver     Kit  St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"DEC GKS FOR VMS (Runtime)"                                       811AA  4.1    SSB   A  Y  N  N  DECGKSRTO041   3
"DEC GKS-3D FOR VMS"                                              VFXEA  1.1    SSB   A  Y  N  N  DECGKS3D011    3
"DEC GKS-3D FOR VMS (Runtime)"                                    VFYEA  1.1    SSB   A  Y  N  N  DECGKS3DRT011  3
"DEC GKS-3D/JAPANESE FOR VMS"                                     VFXJA  1.1    SSB   A  Y  N  N  DECGKS3DJ011   5
"DEC GKS-3D/JAPANESE FOR VMS (Runtime)"                           VFYJA  1.1    SSB   A  Y  N  N  DECGKS3DRTJ011 5
"DEC GKS/JAPANESE FOR VMS/JAPANESE"                               810JA  4.1    SSB   A  Y  N  N  DECGKSJ041     5
"DEC GKS/JAPANESE FOR VMS/JAPANESE (Runtime)"                     811JA  4.1    SSB   A  Y  N  N  DECGKSJRTO041  5
"DEC IEZ11 CLASS DRIVER FOR VMS"                                  YEHAA  2.0    SSB   U  Y  N  N  IEZ11020       3
"DEC INFOSERVER CLIENT FOR VMS"                                   GGWAA  1.0    SSB   A  Y  N  N  ESS010         1
"DEC ODA CDA GATEWAY FOR VMS"                                     YHNAA  1.0    SSB   A  Y  N  N  ODA010         2   
"DEC OSI APPLICATION DEVELOPER'S TOOLKIT"                         GZRAA  1.0    SSB   N  Y  N  N  OSI_TOOLKIT010 3
"DEC PHIGS FOR VMS"                                               0KBAA  2.2A   SSB   A  Y  N  N  DECPHIGS022    3
"DEC PHIGS FOR VMS (Runtime)"                                     VK1AA  2.2A   SSB   A  Y  N  N  DECPHIGSRTO022  3
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE"                             0KBJA  2.2    SSB   A  Y  N  N  DECPHIGSJ022    5
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE (Runtime)"                   VK1JA  2.2    SSB   A  Y  N  N  DECPHIGSJTRO022 5
"DEC PRINTSERVER SUPPORTING HOST SOFTWARE FOR VMS"                798AA  4.0    SSB   A  Y  N  Y  LPSVS040        2
"DEC RDB LANGUAGE TRANSLATORS FOR VMS"                            GH9AA  1.0    SSB   N  Y  N  N  RDBTRANS010    3
"DEC RDBACCESS FOR ORACLE ON VMS"                                 YQVAA  1.0    SSB   A  Y  N  N  VIDAO010       3
"DEC RDBACCESS FOR VAX RMS ON VMS"                                YQZAA  1.0    SSB   A  Y  N  N  NSDS010       3
"DEC RDBEXPERT FOR VMS"                                           VFJAA  1.0    SSB   A  Y  N  N  RDBX010        3
"DEC REALTIME TEST INTEGRATOR FOR VMS (Development)"              YWQAA  2.1    SSB   U  Y  N  N  RTI021        3
"DEC REALTIME TEST INTEGRATOR FOR VMS (Runtime)"                  B15AA  2.1    SSB   U  Y  N  N  RTIRT021      3
"DEC REMOTE OPERATION SERVICES (ROS) FOR VMS"                     YU2AA  1.0    SSB   A  Y  N  N  ROS010        2
"DEC ROS DEVELOPMENT KIT FOR VMS"                                 YU3AA  4.0    SSB   A  Y  N  N  PLC409040     2
"DEC SOFTPC FOR VMS"                                              YNWAA  3.0    SSB   U  Y  N  N  SOFTPC030      3
"DEC TRELLIS OBJECT SYSTEM FOR VMS"                               YLVAA  1.0    SSB   A  Y  N  N  TRELLIS010     3
"DEC VUIT (VISUAL USER INTERFACE TOOL) FOR VMS"                   YHCAA  1.0    SSB   A  Y  N  N  VUIT010        3
"DEC VUIT (VISUAL USER INTERFACE TOOL) FOR VMS"                   YHCAA  2.0    SSB   U  Y  N  N  DWTOOLS010     2
"DEC WANROUTER 100/500"                                           YT7AA  1.0    SSB   N  Y  N  N  VROU010        3
"DEC X25GATEWAY 100/500"                                          YT8AA  1.0    SSB   N  Y  N  N  X25GWY010      3
"DECBRIDGE 500 SOFTWARE MICROCODE FOR VMS"                        YLYAA  3.0    SSB   A  Y  N  N  DEFEB030       2
"DECCONCENTRATOR 500 SOFTWARE MICROCODE FOR VMS"                  YLZAA  3.0C   SSB   U  Y  N  N  DEFCN030       2
"DECDECISION"                                                     VW3AA  1.5    SSB   U  Y  N  N  DECISION015    3
"DECDECISION/DEUTSCH"                                             VW3GA  1.1    SSB   A  Y  N  N  DECISIONDE011  4
"DECDECISION/ESPAÑOL"                                             VW3SA  1.1    SSB   A  Y  N  N  DECISIONES011  4
"DECDECISION/FRANCAIS"                                            VW3PA  1.1    SSB   A  Y  N  N  DECISIONFR011  4
"DECDECISION/JAPANESE FOR VMS/JAPANESE"                           VW3JA  1.1    SSB   A  Y  N  N  DECISIONJA011  5
"DECDECISION/NEDERLANDS"                                          VW3HA  1.1    SSB   A  Y  N  N  DECISIONNL011  4
"DECDECISION/SVENSKA FOR VMS"                                     VW3MA  1.1    SSB   A  Y  N  N  DECISIONSE011  4
"DECDESIGN"                                                       XD1AA  1.1    SSB   A  Y  N  N  DES011         2
"DECDX/VMS"                                                       708AA  1.2    SSB   A  Y  N  N  DDX012         2
"DECELMS (DEC EXTENDED LAN MANAGEMENT SOFTWARE)"                  YFPAA  1.1    SSB   A  Y  N  N  ELMS011        2
"DECFORMS"                                                        VCHAA  1.3    SSB   A  Y  N  N  FORMS013       3
"DECFORMS (Runtime)"                                              VNSAA  1.3    SSB   A  Y  N  N  FORMSRT013     3
"DECFORMS/JAPANESE"                                               VCHJA  1.2    SSB   A  Y  N  N  FORMSJ012      5
"DECFORMS/JAPANESE (Runtime)"                                     VNSJA  1.2    SSB   A  Y  N  N  FORMSRTJ012    5
"DECIMAGE APPLICATION SERVICES FOR VMS"                           892AA  3.0    SSB   U  Y  N  Y  IMG030         2
"DECIMAGE CHARACTER RECOGNITION SERVICES FOR VMS"                 GJFAA  1.0    SSB   A  Y  N  N  DCRS010        2
"DECIMAGE SCAN SOFTWARE FOR VMS"                                  VPFAA  2.1    SSB   A  Y  N  N  ISA021         2
"DECIMAGE STORAGE MANAGER FOR VMS"                                893AA  1.0    SSB   A  Y  N  N  ISM010         2
"DECINTACT"                                                       VF1AA  2.0    SSB   A  Y  N  N  DECINTACT020   3
"DECINTACT (Runtime)"                                             VF2AA  2.0    SSB   A  Y  N  N  DECINTACT020   3
"DECINTACT (Remote)"                                              VF3AA  2.0    SSB   A  Y  N  N  DECINTACT020   3
"DECMCC BASIC MANAGEMENT SYSTEM"                                  YSUAA  1.1    SSB   A  Y  N  N  MCCBMS011      2
"DECMCC DEVELOPER'S TOOLKIT"                                      YSWAA  1.1    SSB   A  Y  N  N  MCCTK011       2  
"DECMCC DIRECTOR"                                                 VM9AA  1.1    SSB   A  Y  N  N  MCCDIR011      2
"DECMCC ENTERPRISE MANAGEMENT STATION"                            YFVAA  2.1    SSB   A  Y  N  N  MCCEMS021      2
"DECMCC EXTENDED LAN MANAGER AM"                                  GX8AA  1.0    SSB   A  Y  N  N  MCCELM010      2
"DECMCC SITE MANAGEMENT STATION"                                  YGLAA  2.1    SSB   A  Y  N  N  MCCSMS021      2
"DECMCC TCP/IP SNMP ACCESS MODULE FOR VMS"                        YSVAA  1.0    SSB   A  Y  N  N  MCCTCPIP010    2
"DECMCC WANDESIGNER"                                              YMGAA  1.0    SSB   A  Y  N  N  NDS010         2
"DECMESSAGEQ FOR VMS"                                             GKPAA  1.0    SSB   A  Y  N  Y  DMQ010         2
"DECNDU (NETWORK DEVICE UPGRADE) UTILITY FOR VMS"                 YWWAA  1.1    SSB   U  Y  N  N  NDU011         2
"DECNET-VAX"                                                      D05AA  5.4    SSB   A  N  N  N  NETVAX054      1
"DECNET-VAX (Extensions)"                                         D04AB  5.4    SSB   N  Y  N  N  DNVEXT054      1
"DECNET/SNA DATA TRANSFER FACILITY"                               GUYAA  3.0    SSB   A  Y  N  N  SNADTFS030     2
"DECNET/SNA DATA TRANSFER FACILITY (Server)"                      VEBAA  3.0    SSB   A  Y  N  Y  SNADTFS030     2
"DECNET/SNA DATA TRANSFER FACILITY (Utilities)"                   VEKAA  3.0    SSB   A  Y  N  N  SNADTFU030     2
"DECNET/SNA GATEWAY FOR CHANNEL TRANSPORT"                        VC9AA  2.1    SSB   A  Y  N  N  SNACSA021      2
"DECNET/SNA GATEWAY FOR SYNCHRONOUS TRANSPORT"                    S01AA  1.2    SSB   A  Y  N  N  SNACST012      2
"DECNET/SNA VMS 3270 DATA STREAM PROGRAMMING INTERFACE"           363AA  1.4    SSB   A  Y  N  N  SNA3270014     2
"DECNET/SNA VMS 3270 TERMINAL EMULATOR"                           454AA  1.5    SSB   A  Y  N  N  SNATE015       2
"DECNET/SNA VMS APPC/LU6.2 PROGRAMMING INTERFACE"                 022AA  2.2    SSB   A  Y  N  N  SNALU62022     2
"DECNET/SNA VMS APPLICATION PROGRAMMING INTERFACE"                455AA  2.3    SSB   A  Y  N  N  SNALU0023      2
"DECNET/SNA VMS DISOSS DOCUMENT EXCHANGE FACILITY"                042AA  1.4    SSB   A  Y  N  N  SNADDXF014     2
"DECNET/SNA VMS DISTRIBUTED HOST COMMAND FACILITY"                043AA  1.2    SSB   A  Y  N  N  SNADHCF012     2
"DECNET/SNA VMS GATEWAY MANAGEMENT"                               VCKAA  2.1    SSB   A  Y  N  N  SNAGM021       2
"DECNET/SNA VMS PRINTER EMULATOR"                                 044AA  1.2    SSB   A  Y  N  N  SNAPRE012      2
"DECNET/SNA VMS REMOTE JOB ENTRY"                                 453AA  1.4    SSB   A  Y  N  N  SNARJE014      2
"DECOMNI/VMS"                                                     YMEAA  1.0    SSB   A  Y  N  N  OMNI010        2
"DECPAGE"                                                         AANAA  3.1    SSB   A  Y  N  N  PAGE031        3
"DECPAGE/DEUTSCH"                                                 AANGA  3.1    SSB   A  Y  N  N  DECPAGEGERM031 4
"DECPAGE/ESPAÑOL"                                                 AANSA  3.1    SSB   A  Y  N  N  DECPAGESPAN031 4
"DECPAGE/ITALIANO"                                                AANUA  3.1    SSB   A  Y  N  N  DECPAGEITAL031 4
"DECPLAN FOR VMS"                                                 YPBAA  1.0    SSB   N  Y  N  N  DPL010         3
"DECPRESENT FOR VMS"                                              YHEAA  1.0    SSB   A  Y  N  N  PRESENT010     3
"DECPRESENT/DEUTSCH FOR VMS"                                      YHEGA  1.0    SSB   A  Y  N  N  PRESENTDE010   5
"DECPRESENT/FRANÇAIS FOR VMS"                                     YHEPA  1.0    SSB   A  Y  N  N  PRESENTFR010   5
"DECPRESENT/ITALIANO FOR VMS"                                     YHEUA  1.0    SSB   A  Y  N  N  PRESENTIT010   5
"DECPRESENT/NEDERLANDS FOR VMS"                                   YHEHA  1.0    SSB   A  Y  N  N  PRESENTNE010   5
"DECPRESENT/SVENSKA FOR VMS"                                      YHEMA  1.0    SSB   A  Y  N  N  PRESENTSV010   5
"DECPRINT PRINTING SERVICES FOR VMS"                              YNCAA  4.1    SSB   U  Y  N  N  CPS041         3
"DECPRINT PRINTING SERVICES/JAPANESE FOR VMS/JAPANESE"            YNCJA  4.0    SSB   A  Y  N  N  CPSJ040        5
"DECPRINT UTILITY FOR POSTSCRIPT TO SIXEL PRINTING FOR VMS"       VZPAA  1.0    SSB   A  Y  N  N  PSPRINT010     3
"DECRAM FOR VMS"                                                  GJ9AA  1.0    SSB   A  Y  N  N  DECRAM010      3
"DECROUTER 2000"                                                  VI8AA  1.2    SSB   A  Y  N  N  ROU012         2
"DECROUTER 250"                                                   YG6AA  1.1    SSB   A  Y  N  N  RT2011         2
"DECSCHEDULER FOR VMS"                                            YLLAA  1.1A   SSB   U  Y  N  N  SCHEDULER011   3
"DECSERVER 200 FOR VMS"                                           VCBAA  3.1    SSB   A  Y  N  N  DS2031         2
"DECSERVER 250 FOR VMS"                                           VTMAA  2.0    SSB   A  Y  N  N  DS25020        2
"DECSERVER 300 FOR VMS"                                           VTUAA  2.0    SSB   A  Y  N  N  DS3020         2
"DECSERVER 500 FOR VMS"                                           03KAA  2.1    SSB   A  Y  N  N  DS5021         2
"DECTRACE FOR VMS"                                                VW2AA  1.1    SSB   A  Y  N  N  EPC011         3
"DECVIEW3D FOR VMS"                                               796AA  2.1    SSB   A  Y  N  N  DECVIEW3D021   3
"DECVIEW3D CONCURRENT VIEW AND EDIT MODULE FOR VMS"               XWSAA  2.1    SSB   N  Y  N  N  CVE021         3
"DECVOICE SOFTWARE"                                               VFUAA  2.0A   SSB   U  Y  N  N  VOXMUPA020     3
"DECWINDOWS 4125 EMULATOR FOR VMS"                                VZQAA  1.0    SSB   A  Y  N  N  DW4125010      2
"DECWINDOWS DECNET/SNA 3270 TE/JAPANESE"                          VXBJA  1.0A   SSB   A  Y  N  N  SNADWTEJA010   5
"DECWINDOWS DECNET/SNA 3270 TERMINAL EMULATOR FOR VMS"            VXBAA  1.0    SSB   A  Y  N  N  SNADWTE010     2
"DECWINDOWS GRAPHICAL INTERFACE TOOLS"                            XAQAA  1.0    SSB   N  Y  N  N  DWTOOLS010     2
"DECWINDOWS TOOLS PACKAGE FOR MOTIF ON VMS"                       LAXAA  1.0    SSB   N  Y  N  N  DWTOOLS010     2
"DECWRITE FOR VMS"                                                VVFAA  1.1    SSB   A  Y  N  N  DECWRITE011    3
"DECWRITE/BRITISH FOR VMS"                                        VVFEA  1.1    SSB   A  Y  N  N  DECWRITEBR011  5
"DECWRITE/DANSK FOR VMS"                                          VVFDA  1.1    SSB   A  Y  N  N  DECWRITEDA011  5 
"DECWRITE/DEUTSCH FOR VMS"                                        VVFGA  1.1    SSB   A  Y  N  N  DECWRITEDE011  5
"DECWRITE/ESPAÑOL FOR VMS"                                        VVFSA  1.1    SSB   A  Y  N  N  DECWRITEES011  5
"DECWRITE/FRANCAIS FOR VMS"                                       VVFPA  1.1    SSB   A  Y  N  N  DECWRITEFR011  5
"DECWRITE/ITALIANO FOR VMS"                                       VVFUA  1.1    SSB   A  Y  N  N  DECWRITEIT011  5
"DECWRITE/JAPANESE FOR VMS/JAPANESE"                              VVFJA  1.1    SSB   U  Y  N  Y  DECWRITEJA011  5
"DECWRITE/NEDERLANDS FOR VMS"                                     VVFHA  1.1    SSB   A  Y  N  N  DECWRITENL011  5
"DECWRITE/NORSK FOR VMS"                                          VVFNA  1.1    SSB   A  Y  N  N  DECWRITENO011  5
"DECWRITE/SUOMI FOR VMS"                                          VVFFA  1.1    SSB   A  Y  N  N  DECWRITEFI011  5
"DECWRITE/SVENSKA FOR VMS"                                        VVFMA  1.1    SSB   A  Y  N  N  DECWRITESE011  5
"DIGITAL EXTENDED MATH LIBRARY FOR VMS"                           YEZAA  1.0A   SSB   A  Y  N  N  DXML010        3
"DIGITAL CARTRIDGE SERVER COMPONENT FOR VMS"                      YWNAA  1.1    SSB   U  Y  N  N  DCSC011        2
"DRB32 VMS DRIVERS"                                               VF5AA  3.0    SSB   A  Y  N  N  DRB32030       2
"DRX11-C/VMS DRIVER"                                              S36AA  6.0    SSB   A  Y  N  N  DRX11C060      2
"EDCS II (Client)"                                                380AA  2.1    SSB   A  Y  N  N  EDCS021        3
"EDCS II (Server)"                                                518AA  2.1    SSB   A  Y  N  N  EDCS021        3
"EXTERNAL DOCUMENT EXCHANGE WITH IBM DISOSS"                      761AA  2.1    SSB   A  Y  N  N  EDEDIS021      2
"FORTRAN IV/VAX TO RSX"                                           107AA  2.8    SSB   A  Y  N  N  FORIV028       3
"IEX-VMS-DRIVER"                                                  519AA  4.2B   SSB   A  Y  N  N  IEX042         2
"INFOSERVER 100 SOFTWARE"                                         YSHAA  1.1    SSB   A  N  Y  N  INFOSERV011    1
"IXV/VAXELN DRIVER"                                               VG3AA  2.1    SSB   U  Y  N  N  IXVELN021      2
"IXV11/VMS DRIVER"                                                VHZAA  2.1    SSB   U  Y  N  N  IXV11021       2
"LAN TRAFFIC MONITOR"                                             VEHAA  1.2    SSB   A  Y  N  N  LTM012         2
"LINKWORKS DEVELOPER'S TOOLS FOR VMS"                             XARAA  1.0    SSB   N  Y  N  N  DWTOOLS010     2
"MICROVAX MIRA SWITCH CONTROL"                                    09TAA  2.2    SSB   A  Y  N  N  MRA022         2
"MICROVAX/DRQ3B DEVICE DRIVER"                                    0APAA  1.3A   SSB   A  Y  N  N  HX013          2
"MIRA HIGH AVAILABILITY MANAGEMENT SOFTWARE FOR VMS"              YHMAA  1.0    SSB   A  Y  N  N  HAMS010        2
"MUXSERVER 300 REMOTE TERMINAL SERVER FOR VMS"                    VT7AA  1.2    SSB   A  Y  N  N  MS3012         2
"NMCC/DECNET MONITOR"                                             VTGAA  2.3    SSB   A  Y  N  N  NMCC023        2
"NMCC/VAX ETHERNIM"                                               514AA  2.3    SSB   A  Y  N  N  ENIM023        2
"PATHWORKS FOR VMS"                                               A93AA  4.0    SSB   A  Y  N  N  PCSA040        2
"PBXSERVER"                                                       VCCEA  2.1    SSB   A  Y  N  N  PBXSERVER021   2
"PDP-11 C FOR VMS"                                                YEJAA  1.1    SSB   A  Y  N  N  PDP11C011      3
"PDP-11 DATATRIEVE/VAX"                                           105AA  3.3A   SSB   A  Y  N  N  DTR11033       3
"PDP-11 FORTRAN-77/VAX TO RSX"                                    138AA  5.4    SSB   A  Y  N  N  FOR77PDP054    3
"PDP-11 SYMBOLIC DEBUGGER/VAX TO RSX"                             139AA  2.2    SSB   A  Y  N  N  PDPDEBUG022    3
"REMOTE SYSTEM MANAGER"                                           B13AA  2.3    SSB   A  Y  N  N  RSMSRV023      2
"SESSION SUPPORT UTILITY"                                         VE3AA  1.3    SSB   A  Y  N  N  SSU013         2
"TERMINAL SERVER MANAGER"                                         VDHAA  1.4    SSB   A  Y  N  Y  TSM014         2
"VAX 2780/3780 PROTOCOL EMULATOR"                                 111AA  1.7    SSB   A  Y  N  N  BSCPTP017      2
"VAX 3271 PROTOCOL EMULATOR"                                      112AA  2.5    SSB   A  Y  N  N  V3271E025      2
"VAX ACMS (Runtime)"                                              076AA  3.2    SSB   A  Y  N  Y  ACMSRTO032     1
"VAX ACMS (Development)"                                          079AA  3.2    SSB   A  Y  N  N  ACMSDEV032     1
"VAX ACMS (Remote)"                                               Y30AA  3.2    SSB   A  Y  N  N  ACMSREM032     1
"VAX ADA"                                                         056AA  2.2    SSB   A  Y  N  N  ADA022         1
"VAX ADE"                                                         425AA  2.5    SSB   A  Y  N  N  ADE025         3
"VAX APL"                                                         020AA  4.0    SSB   A  Y  N  N  APL040         1
"VAX BASIC"                                                       095AA  3.5    SSB   U  Y  N  N  BASIC035       1
"VAX BLISS-32 IMPLEMENTATION LANGUAGE"                            106AA  4.6    SSB   A  Y  N  N  BLS32046       1
"VAX C"                                                           015AA  3.2    SSB   A  Y  N  N  VAXC032        1
"VAX CDD/PLUS"                                                    897AA  4.3    SSB   A  Y  N  N  CDD043         1
"VAX COBOL GENERATOR"                                             365AA  1.3    SSB   A  Y  N  N  GEN013         1
"VAX COBOL GENERATOR/JAPANESE"                                    365JA  1.3    SSB   A  Y  N  N  JGEN013        5
"VAX COBOL"                                                       099AA  4.4A   SSB   U  Y  N  N  COBOL044       1
"VAX COBOL/JAPANESE"                                              099JA  4.4    SSB   A  Y  N  N  JCOBOL044      5
"VAX COMPUTER INTEGRATED TELEPHONY MESSAGE DESK"                  YG8AA  1.0    SSB   A  Y  N  N  CITMD010       2
"VAX DATA DISTRIBUTOR"                                            VDRAA  2.2    SSB   A  Y  N  N  DDAL022        1
"VAX DATATRIEVE"                                                  898AA  5.1    SSB   A  Y  N  N  DTR051         1
"VAX DATATRIEVE/JAPANESE"                                         898JA  4.2    SSB   A  Y  N  N  JDTR042        5
"VAX DBMS"                                                        899AA  4.2    SSB   A  Y  N  N  DBMDEV042      1
"VAX DBMS"                                                        899AA  4.2A   SSB   N  Y  N  N  DBM042A        1
"VAX DBMS (Runtime)"                                              915AA  4.2    SSB   A  Y  N  N  DBMRTO042      1
"VAX DEC/CMS"                                                     007AA  3.4    SSB   A  Y  N  N  CMS034         1
"VAX DEC/MAP"                                                     VFZAA  3.0    SSB   A  Y  N  N  MAP030         1
"VAX DEC/MMS"                                                     VADAA  2.6    SSB   A  Y  N  N  MMS026         1
"VAX DEC/TEST MANAGER"                                            927AA  3.2    SSB   A  Y  N  N  DTM032         1
"VAX DECALC"                                                      310AA  4.0    SSB   U  Y  N  N  CALC040        2
"VAX DECALC-PLUS"                                                 A98AA  4.0    SSB   U  Y  N  N  PLUS040        2
"VAX DECGRAPH"                                                    360AA  1.6    SSB   A  Y  N  N  GRAPH016       2
"VAX DECISION EXPERT"                                             VI2AA  1.0B   SSB   A  Y  N  N  DEEX010        3
"VAX DECSCAN VMS AND ELN BITBUS DRIVERS"                          VCJAA  2.0    SSB   A  Y  N  N  IBQ020         2
"VAX DECSCAN VMS SOFTWARE TOOLKIT"                                VCSAA  2.1    SSB   A  Y  N  N  IOTK021        2
"VAX DECSLIDE"                                                    361AA  1.4    SSB   A  Y  N  N  SLIDE014       3
"VAX DIBOL"                                                       018AA  4.1A   SSB   A  Y  N  N  DIBOL041       1
"VAX DISK STRIPING DRIVER FOR VMS"                                YELAA  2.0    SSB   A  Y  N  N  STRIPE020      2
"VAX DISTRIBUTED FILE SERVICE"                                    VEQAA  1.2    SSB   A  Y  N  N  DFS012         2
"VAX DISTRIBUTED NAME SERVICE"                                    VERAA  1.1A   SSB   A  Y  N  N  DNS011         2
"VAX DISTRIBUTED QUEUING SERVICE"                                 VENAA  1.2    SSB   A  Y  N  N  DQS012         2
"VAX DOCUMENT"                                                    VEEAA  2.0    SSB   A  Y  N  N  DOC020         1
"VAX DSM"                                                         130AA  6.0A   SSB   A  Y  N  N  DSM060         2
"VAX FMS"                                                         VD7AA  2.4    SSB   A  Y  N  N  FMSFDV024      2
"VAX FMS (Runtime)"                                               VD8AA  2.4    SSB   A  Y  N  N  VAXFMS024      2
"VAX FMS/JAPANESE"                                                VD7JA  2.4    SSB   A  Y  N  N  FMSFDVJ024     5
"VAX FMS/JAPANESE (Runtime)"                                      VD8JA  2.4    SSB   A  Y  N  N  VAXFMSJ024     5
