%DISC_PRODUCT_NAME1 VMS Consolidated
%DISC_PRODUCT_NAME2 Software Distribution
%KIT_PART_NUMBER QA-VWJ8A-A8. V01
%SPINE_PART_NUMBER AV-MN37Z-RE
!
%DISC_PART_NUMBER AG-MN36Z-RE,AG-PASMT-RE,AG-PCXXN-RE,AG-PFXCK-RE,AG-PJ4YE-RE,AG-PNTPB-RE
%DFARS Y
!
%LABEL CDBIN06MAY21,CDBIN06MAY22,CDBIN06MAY23,CDBIN06MAY24,CDBIN06MAY25,CDBIN06MAY26
%TYPE CONDIST
%RELEASE_DATE May 1992
%TOC_PART_NUMBER AA-MN64M-RE
!
!
!Consolidation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]        *
%FILE      SPD                   TEXT               [.LINE_DOCS]  _SPD
%FILE      SPD                   POST               [.POST_DOCS]  _SPD
%FILE      SSA                   TEXT               [.LINE_DOCS]  _SSA
%FILE      SSA                   POST               [.POST_DOCS]  _SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.LINE_DOCS]  _IGUIDE
%FILE      INSTALLATION_GUIDE    POST               [.POST_DOCS]  _IGUIDE
%FILE      COVER_LETTER          TEXT               [.LINE_DOCS]  _COVER
%FILE      COVER_LETTER          POST               [.POST_DOCS]  _COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET CDMENU.BCK;3 [CDROM] VWJ8A 1.0 0003 SAVESET BINARY
!
%END_OF_DATA
!
!Product Name                                                      UPI  Ver     Kit  St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"DEC COMMSERVER FOR VMS"                                          GCQAA  1.0    SSB   A  Y  N  N  COMMSERVER010   6
"DEC COMPUTER INTEGRATED TELEPHONY APPLIC. INTERFACE FOR VMS"     VGXAA  3.0    SSB   A  Y  N  N  CIT030          2
"DEC COMPUTER INTEGRATED TELEPHONY SERVER FOR VMS"                VGYAA  3.0    SSB   A  Y  N  N  CITSR030        2
"DEC FILE OPTIMIZER FOR VMS"                                      GJ8AA  1.0A   SSB   U  Y  N  N  DFG010          2
"DEC GKS FOR VMS"                                                 810AA  4.2    SSB   A  Y  N  Y  DECGKS042       3
"DEC GKS FOR VMS (Runtime)"                                       811AA  4.2    SSB   A  Y  N  Y  DECGKSRTO042    3
"DEC GKS-3D FOR VMS"                                              VFXAA  1.2    SSB   A  Y  N  N  DECGKS3D012     3
"DEC GKS-3D FOR VMS (Runtime)"                                    VFYAA  1.2    SSB   A  Y  N  N  DECGKS3DRT012   3
"DEC GKS-3D/JAPANESE FOR VMS"                                     VFXJA  1.1    SSB   A  Y  N  N  DECGKS3DJ011    5
"DEC GKS-3D/JAPANESE FOR VMS (Runtime)"                           VFYJA  1.1    SSB   A  Y  N  N  DECGKS3DRTJ011  5
"DEC GKS/JAPANESE FOR VMS/JAPANESE"                               810JA  4.2    SSB   A  Y  N  N  DECGKSJ042      5
"DEC GKS/JAPANESE FOR VMS/JAPANESE (Runtime)"                     811JA  4.2    SSB   A  Y  N  N  DECGKSRTOJ042   5  
"DEC IEZ11 CLASS DRIVER FOR VMS"                                  YEHAA  2.0    SSB   A  Y  N  N  IEZ11020        3
"DEC INFOSERVER CLIENT FOR VMS"                                   GGWAA  1.0    SSB   A  Y  N  N  ESS010          1
"DEC INSTANTSQL FOR Rdb/VMS"                                      MEQAA  1.0    SSB   A  Y  N  N  INSTANTSQL010   6
"DEC ODA CDA GATEWAY FOR VMS"                                     YHNAA  1.0    SSB   A  Y  N  N  ODA010          2   
"DEC OSI APPLICATION DEVELOPER'S TOOLKIT"                         GZRAA  1.0    SSB   A  Y  N  N  OSI_TOOLKIT010  3
"DEC PHIGS FOR VMS"                                               0KBAA  2.3A   SSB   U  Y  N  N  DECPHIGS023     3
"DEC PHIGS FOR VMS (Runtime)"                                     VK1AA  2.3A   SSB   U  Y  N  N  DECPHIGSRTO023  3
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE"                             0KBJA  2.3A   SSB   U  Y  N  N  DECPHIGSJ023    5
"DEC PHIGS/JAPANESE FOR VMS/JAPANESE (Runtime)"                   VK1JA  2.3A   SSB   U  Y  N  N  DECPHIGSRTOJ023 5
"DEC PRINTSERVER SUPPORTING HOST SOFTWARE FOR VMS"                798AA  4.0    SSB   A  Y  N  Y  LPSVS040        2
"DEC RDB LANGUAGE TRANSLATORS FOR VMS"                            GH9AA  1.0    SSB   A  Y  N  N  RDBTRANS010     3
"DEC RDBACCESS FOR ORACLE ON VMS"                                 YQVAA  1.0    SSB   A  Y  N  N  VIDAO010        3
"DEC RDBACCESS FOR VAX RMS ON VMS"                                YQZAA  2.0    SSB   U  Y  N  N  NSDS020         3
"DEC RDBEXPERT FOR VMS"                                           VFJAA  1.0    SSB   A  Y  N  N  RDBX010         3
"DEC REALTIME TEST INTEGRATOR FOR VMS (Development)"              YWQAA  2.1    SSB   A  Y  N  N  RTI021          3
"DEC REALTIME TEST INTEGRATOR FOR VMS (Runtime)"                  B15AA  2.1    SSB   A  Y  N  N  RTIRT021        3
"DEC RELIABLE TRANSACTION ROUTER"                                 XNKAA  2.0    SSB   A  Y  N  N  RTRSFT020       2
"DEC REMOTE OPERATION SERVICES (ROS) FOR VMS"                     YU2AA  1.0    SSB   A  Y  N  N  ROS010          2
"DEC ROS DEVELOPMENT KIT FOR VMS"                                 YU3AA  4.0    SSB   A  Y  N  N  PLC409040       2
"DEC SOFTPC FOR VMS"                                              YNWAA  3.0    SSB   A  Y  N  N  SOFTPC030       3
"DEC TRELLIS OBJECT SYSTEM FOR VMS"                               YLVAA  1.0    SSB   A  Y  N  N  TRELLIS010      3
"DEC VTX"                                                         031AA  5.0    SSB   A  Y  N  Y  VTX050          3
"DEC VUIT (VISUAL USER INTERFACE TOOL) FOR VMS"                   YHCAA  2.0    SSB   A  N  N  N  DECVUIT020      6
"DEC VUIT (VISUAL USER INTERFACE TOOL)/JAPANESE FOR VMS"          YHCJA  2.0    SSB   A  Y  N  N  DWTOOLSJA010    5
"DEC WANROUTER 100/500"                                           YT7AA  1.0    SSB   A  Y  N  Y  VROU010         3
"DEC WANROUTER 100/500 (Frame Relay Data Links)"                  YT7AD  1.0    SSB   U  Y  N  Y  VROUFR010       3
"DEC X25GATEWAY 100/500"                                          YT8AA  1.0    SSB   A  Y  N  N  X25GWY010       3
"DECAMDS (DEC AVAILABILITY MANAGER FOR DISTRIBUTED SYSTEMS)"      GVZAA  1.0    SSB   N  Y  N  N  AMDS010         1
"DECBRIDGE 500 SOFTWARE MICROCODE FOR VMS"                        YLYAA  3.0    SSB   A  Y  N  N  DEFEB030        2
"DECCONCENTRATOR 500 SOFTWARE MICROCODE FOR VMS"                  YLZAA  3.0C   SSB   A  Y  N  N  DEFCN030        2
"DECDECISION"                                                     VW3AA  1.5    SSB   A  Y  N  N  DECISION015     3
"DECDECISION/DEUTSCH"                                             VW3GA  1.5    SSB   A  Y  N  N  DECISIONDE015   4
"DECDECISION/ESPAÑOL"                                             VW3SA  1.1    SSB   A  Y  N  N  DECISIONES011   4
"DECDECISION/FRANCAIS"                                            VW3PA  1.5    SSB   A  Y  N  N  DECISIONFR015   4
"DECDECISION/JAPANESE FOR VMS/JAPANESE"                           VW3JA  1.1    SSB   A  Y  N  N  DECISIONJA011   5
"DECDECISION/NEDERLANDS"                                          VW3HA  1.1    SSB   A  Y  N  N  DECISIONNL011   4
"DECDECISION/SVENSKA FOR VMS"                                     VW3MA  1.1    SSB   A  Y  N  N  DECISIONSE011   4
"DECDESIGN"                                                       XD1AA  1.1    SSB   A  Y  N  N  DES011          2
"DECDX/VMS"                                                       708AA  1.2    SSB   A  Y  N  N  DDX012          2
"DECELMS (DEC EXTENDED LAN MANAGEMENT SOFTWARE)"                  YFPAA  1.1    SSB   A  Y  N  N  ELMS011         2
"DECFORMS"                                                        VCHAA  1.3    SSB   A  Y  N  N  FORMS013        3
"DECFORMS (Runtime)"                                              VNSAA  1.3    SSB   A  Y  N  N  FORMSRT013      3
"DECFORMS/JAPANESE"                                               VCHJA  1.3    SSB   A  Y  N  N  FORMSJ013       5
"DECFORMS/JAPANESE (Runtime)"                                     VNSJA  1.3    SSB   A  Y  N  N  FORMSRTJ013     5
"DECIMAGE APPLICATION SERVICES FOR VMS"                           892AA  3.1    SSB   A  Y  N  Y  IMG031          2
"DECIMAGE CHARACTER RECOGNITION SERVICES FOR VMS"                 GJFAA  1.0    SSB   A  Y  N  N  DCRS010         2
"DECIMAGE EXPRESS FOR VMS (Server)"                               MBXAA  2.0    SSB   A  Y  N  Y  DEX020          2 
"DECIMAGE EXPRESS FOR VMS (Client)"                               MBWAA  2.0    SSB   A  Y  N  N  DEX020          2 
"DECIMAGE EXPRESS FOR VMS (Development)"                          MBVAA  2.0    SSB   A  Y  N  N  DADE010         2
"DECIMAGE SCAN SOFTWARE FOR VMS"                                  VPFAA  3.0    SSB   U  Y  N  N  ISA030          2
"DECIMAGE STORAGE MANAGER FOR VMS"                                893AA  1.0    SSB   A  Y  N  N  ISM010          2
"DECINTACT"                                                       VF1AA  2.0    SSB   A  Y  N  N  DECINTACT020    3
"DECINTACT (Runtime)"                                             VF2AA  2.0    SSB   A  Y  N  N  DECINTACT020    3
"DECINTACT (Remote)"                                              VF3AA  2.0    SSB   A  Y  N  N  DECINTACT020    3
"DECMCC BASIC MANAGEMENT SYSTEM"                                  YSUAA  1.1    SSB   A  Y  N  N  MCCBMS011       2
"DECMCC DEVELOPER'S TOOLKIT"                                      YSWAA  1.1    SSB   A  Y  N  N  MCCTK011        2  
"DECMCC DIRECTOR"                                                 VM9AA  1.1    SSB   A  Y  N  N  MCCDIR011       2
"DECMCC ENTERPRISE MANAGEMENT STATION"                            YFVAA  2.1    SSB   A  Y  N  N  MCCEMS021       2
"DECMCC EXTENDED LAN MANAGER AM"                                  GX8AA  1.0    SSB   A  Y  N  N  MCCELM010       2
"DECMCC SITE MANAGEMENT STATION"                                  YGLAA  2.1    SSB   A  Y  N  N  MCCSMS021       2
"DECMCC TCP/IP SNMP ACCESS MODULE FOR VMS"                        YSVAA  1.1A   SSB   U  Y  N  N  MCCTCPIP_A011   2
"DECMCC WANDESIGNER"                                              YMGAA  1.0    SSB   A  Y  N  N  NDS010          2
"DECMESSAGEQ FOR VMS"                                             GKPAA  1.0    SSB   A  Y  N  Y  DMQ010          2
"DECNDU (NETWORK DEVICE UPGRADE) UTILITY FOR VMS"                 YWWAA  1.1    SSB   A  Y  N  N  NDU011          2
"DECNET-VAX"                                                      D05AA  5.5    SSB   A  N  N  N  NETVAX055       1
"DECNET-VAX (Extensions)"                                         D04AB  5.4    SSB   A  Y  N  Y  DNVEXT054       1
"DECNET/SNA DATA TRANSFER FACILITY (Server)"                      VEBAA  3.1    SSB   U  Y  N  N  SNADTFS031      2
"DECNET/SNA DATA TRANSFER FACILITY (Utilities)"                   VEKAA  3.1    SSB   U  Y  N  N  SNADTFU031      2
"DECNET/SNA DATA TRANSFER FACILITY/JAPANESE (Server)"             VEBJA  3.0    SSB   A  Y  N  N  SNADTFSJA030    5
"DECNET/SNA DATA TRANSFER FACILITY/JAPANESE (Utilities)"          VEKJA  3.0    SSB   A  Y  N  N  SNADTFUJA030    5
"DECNET/SNA GATEWAY FOR CHANNEL TRANSPORT"                        VC9AA  2.1    SSB   A  Y  N  N  SNACSA021       2
"DECNET/SNA GATEWAY FOR SYNCHRONOUS TRANSPORT"                    S01AA  1.2    SSB   A  Y  N  N  SNACST012       2
"DECNET/SNA VMS 3270 DATA STREAM PROGRAMMING INTERFACE"           363AA  1.4    SSB   A  Y  N  N  SNA3270014      2
"DECNET/SNA VMS 3270 TERMINAL EMULATOR"                           454AA  1.5    SSB   A  Y  N  N  SNATE015        2
"DECNET/SNA VMS APPC/LU6.2 PROGRAMMING INTERFACE"                 022AA  2.2    SSB   A  Y  N  N  SNALU62022      2
"DECNET/SNA VMS APPLICATION PROGRAMMING INTERFACE"                455AA  2.3    SSB   A  Y  N  N  SNALU0023       2
"DECNET/SNA VMS DISOSS DOCUMENT EXCHANGE FACILITY"                042AA  1.4    SSB   A  Y  N  N  SNADDXF014      2
"DECNET/SNA VMS DISTRIBUTED HOST COMMAND FACILITY"                043AA  1.2    SSB   A  Y  N  N  SNADHCF012      2
"DECNET/SNA VMS PRINTER EMULATOR"                                 044AA  1.2    SSB   A  Y  N  N  SNAPRE012       2
"DECNET/SNA VMS REMOTE JOB ENTRY"                                 453AA  1.4    SSB   A  Y  N  N  SNARJE014       2
"DECOMNI/VMS"                                                     YMEAA  1.1A   SSB   A  Y  N  N  OMNI011         2
"DECPAGE"                                                         AANAA  3.1    SSB   A  Y  N  N  PAGE031         3
"DECPAGE/DEUTSCH"                                                 AANGA  3.1    SSB   A  Y  N  N  DECPAGEGERM031  4
"DECPAGE/ESPAÑOL"                                                 AANSA  3.1    SSB   A  Y  N  N  DECPAGESPAN031  4
"DECPAGE/ITALIANO"                                                AANUA  3.1    SSB   A  Y  N  N  DECPAGEITAL031  4
"DECPERFORMANCE SOLUTION ACCOUNTING CHARGEBACK"                   XTXAA  1.0    SSB   A  Y  N  N  PSAC010         3
"DECPERFORMANCE SOLUTION CAPACITY PLANNER"                        GX3AA  1.0    SSB   A  Y  N  N  PSCP010         3
"DECPERFORMANCE SOLUTION DATA COLLECTOR"                          GX1AA  1.0    SSB   A  Y  N  N  PSDC010         3
"DECPERFORMANCE SOLUTION PERFORMANCE ADVISOR"                     GX2AA  1.0    SSB   A  Y  N  N  PSPA010         3
"DECPLAN FOR VMS"                                                 YPBAA  1.1    SSB   A  Y  N  Y  DPL011          3
"DECPLAN/DEUTSCH FOR VMS"                                         YPBGA  1.1A   SSB   N  Y  N  N  DPLDE011        6
"DECPLAN/ESPAÑOL FOR VMS"                                         YPBSA  1.1    SSB   N  Y  N  N  DPLES011        6
"DECPLAN/FRANÇAIS FOR VMS"                                        YPBPA  1.1A   SSB   N  Y  N  N  DPLFR011        6
"DECPLAN/ITALIANO FOR VMS"                                        YPBUA  1.1A   SSB   N  Y  N  N  DPLIT011        6
"DECPLAN/SVENSKA FOR VMS"                                         YPBMA  1.1    SSB   N  Y  N  N  DPLSE011        6
"DECPRESENT FOR VMS"                                              YHEAA  1.0    SSB   A  Y  N  N  PRESENT010      3
"DECPRESENT/DEUTSCH FOR VMS"                                      YHEGA  1.0    SSB   A  Y  N  N  PRESENTDE010    5
"DECPRESENT/FRANÇAIS FOR VMS"                                     YHEPA  1.0    SSB   A  Y  N  N  PRESENTFR010    5
"DECPRESENT/ITALIANO FOR VMS"                                     YHEUA  1.0    SSB   A  Y  N  N  PRESENTIT010    5
"DECPRESENT/NEDERLANDS FOR VMS"                                   YHEHA  1.0    SSB   A  Y  N  N  PRESENTNE010    5
"DECPRESENT/SVENSKA FOR VMS"                                      YHEMA  1.0    SSB   A  Y  N  N  PRESENTSV010    5
"DECPRINT PRINTING SERVICES FOR VMS"                              YNCAA  4.1    SSB   A  Y  N  N  CPS041          3
"DECPRINT PRINTING SERVICES/JAPANESE FOR VMS/JAPANESE"            YNCJA  4.0    SSB   A  Y  N  N  CPSJ040         5
"DECPRINT UTILITY FOR POSTSCRIPT TO SIXEL PRINTING FOR VMS"       VZPAA  1.0    SSB   A  Y  N  N  PSPRINT010      3
"DECQUERY FOR VMS"                                                MD1AA  1.6    SSB   A  Y  N  N  QUERY016        6
"DECQUERY/DEUTSCH FOR VMS"                                        MD1GA  1.6    SSB   N  Y  N  N  QUERYDE016      4
"DECQUERY/FRANÇAIS FOR VMS"                                       MD1PA  1.6    SSB   N  Y  N  N  QUERYFR016      4
"DECRAM FOR VMS"                                                  GJ9AA  1.0    SSB   A  Y  N  N  DECRAM010       3
"DECROUTER 2000"                                                  VI8AA  1.2    SSB   A  Y  N  N  ROU012          2
"DECROUTER 250"                                                   YG6AA  1.1    SSB   A  Y  N  N  RT2011          2
"DECSCHEDULER FOR VMS"                                            YLLAA  1.1A   SSB   A  Y  N  N  SCHEDULER011    3
"DECSERVER 200 FOR VMS"                                           VCBAA  3.1    SSB   A  Y  N  N  DS2031          2
"DECSERVER 250 FOR VMS"                                           VTMAA  2.0    SSB   A  Y  N  N  DS25020         2
"DECSERVER 300 FOR VMS"                                           VTUAA  2.1    SSB   A  Y  N  N  DS3021          2
"DECSERVER 500 FOR VMS"                                           03KAA  2.1    SSB   A  Y  N  N  DS5021          2
"DECSERVER 700 FOR VMS"                                           XA5AA  1.0    SSB   N  Y  N  N  DS7010          2
"DECSERVER 90TL FOR VMS"                                          MJPAA  1.0    SSB   N  Y  N  N  DS9010          2
"DECTP DESKTOP FOR ACMS"                                          GZGAA  1.1    SSB   N  Y  N  N  ACMSDI011       1
"DECTRACE FOR VMS"                                                VW2AA  1.1A   SSB   A  Y  N  N  EPC011          3
"DECVIEW3D CONCURRENT VIEW AND EDIT MODULE FOR VMS"               XWSAA  2.1    SSB   A  Y  N  N  CVE021          3
"DECVIEW3D FOR VMS"                                               796AA  2.1    SSB   A  Y  N  N  DECVIEW3D021    3
"DECVOICE SOFTWARE"                                               VFUAA  2.1    SSB   U  Y  N  N  VOX021          3
"DECWINDOWS 4125 EMULATOR FOR VMS"                                VZQAA  1.0    SSB   A  Y  N  N  DW4125010       2
"DECWINDOWS DECNET/SNA 3270 TE/JAPANESE"                          VXBJA  1.0A   SSB   U  Y  N  Y  SNADWTEJA010    5
"DECWINDOWS DECNET/SNA 3270 TERMINAL EMULATOR FOR VMS"            VXBAA  1.0    SSB   A  Y  N  N  SNADWTE010      2
"DECWINDOWS GRAPHICAL INTERFACE TOOLS"                            XAQAA  1.0    SSB   A  N  N  N  DWGRAPHINT010   6
"DECWINDOWS TOOLS PACKAGE FOR MOTIF ON VMS"                       LAXAA  1.0    SSB   A  Y  N  Y  DWTOOLS010      6
"DECWRITE FOR VMS"                                                VVFAA  2.0    SSB   A  Y  N  Y  DECWRITE020     3
"DECWRITE/BRITISH FOR VMS"                                        VVFEA  1.1    SSB   A  Y  N  N  DECWRITEBR011   6
"DECWRITE/DANSK FOR VMS"                                          VVFDA  2.0    SSB   U  Y  N  N  DECWRITEDA020   6 
"DECWRITE/DEUTSCH FOR VMS"                                        VVFGA  2.0    SSB   U  Y  N  N  DECWRITEDE020   6
"DECWRITE/ESPAÑOL FOR VMS"                                        VVFSA  2.0    SSB   U  Y  N  N  DECWRITEES020   6
"DECWRITE/FRANCAIS FOR VMS"                                       VVFPA  2.0    SSB   U  Y  N  N  DECWRITEFR020   6
"DECWRITE/HEBREW FOR VMS"                                         VVFTA  2.0    SSB   N  Y  N  N  DECWRITEIW020   6
"DECWRITE/ITALIANO FOR VMS"                                       VVFUA  2.0    SSB   U  Y  N  N  DECWRITEIT020   6
"DECWRITE/JAPANESE FOR VMS/JAPANESE"                              VVFJA  1.1    SSB   A  Y  N  Y  DECWRITEJA011   5
"DECWRITE/NEDERLANDS FOR VMS"                                     VVFHA  2.0    SSB   U  Y  N  N  DECWRITENE020   6
"DECWRITE/NORSK FOR VMS"                                          VVFNA  2.0    SSB   U  Y  N  N  DECWRITENO020   6
"DECWRITE/SUOMI FOR VMS"                                          VVFFA  2.0    SSB   U  Y  N  N  DECWRITESU020   6
"DECWRITE/SVENSKA FOR VMS"                                        VVFMA  2.0    SSB   U  Y  N  N  DECWRITESE020   6
"DEC/EDI"                                                         YM1AA  1.1    SSB   A  Y  N  N  DECEDI011       3
"DIGITAL EXTENDED MATH LIBRARY FOR VMS"                           YEZAA  1.0B   SSB   A  Y  N  N  DXML010         3
"DIGITAL CARTRIDGE SERVER COMPONENT FOR VMS"                      YWNAA  1.1    SSB   U  Y  N  Y  DCSC011         2
"DRX11-C/VMS DRIVER"                                              S36AA  6.0    SSB   A  Y  N  N  DRX11C060       2
"EDCS II (Client)"                                                380AA  2.1    SSB   A  Y  N  N  EDCS021         3
"EDCS II (Server)"                                                518AA  2.1    SSB   A  Y  N  N  EDCS021         3
"EXTERNAL DOCUMENT EXCHANGE WITH IBM DISOSS"                      761AA  2.1    SSB   A  Y  N  N  EDEDIS021       2
"FORTRAN IV/VAX TO RSX"                                           107AA  2.8    SSB   A  Y  N  N  FORIV028        3
"IEX-VMS-DRIVER"                                                  519AA  4.2C   SSB   A  Y  N  N  IEX042          2
"INFOSERVER 100 SOFTWARE"                                         YSHAA  1.1    SSB   A  N  Y  N  INFOSERV011     1
"IXV/VAXELN DRIVER"                                               VG3AA  2.1    SSB   A  Y  N  N  IXVELN021       2
"IXV11/VMS DRIVER"                                                VHZAA  2.1    SSB   A  Y  N  N  IXV11021        2
"LAN TRAFFIC MONITOR"                                             VEHAA  1.2    SSB   A  Y  N  N  LTM012          2
"LINKWORKS DEVELOPER'S TOOLS FOR VMS"                             XARAA  1.0    SSB   A  N  Y  N  LINKWORKS010    6
"MICROVAX MIRA SWITCH CONTROL"                                    09TAA  2.2    SSB   A  Y  N  N  MRA022          2
"MICROVAX/DRQ3B DEVICE DRIVER"                                    0APAA  1.3B   SSB   A  Y  N  N  HX013           2
"MIRA HIGH AVAILABILITY MANAGEMENT SOFTWARE FOR VMS"              YHMAA  1.0    SSB   A  Y  N  N  HAMS010         2
"MUXSERVER 300 REMOTE TERMINAL SERVER FOR VMS"                    VT7AA  1.2    SSB   A  Y  N  N  MS3012          2
"MUXSERVER 320/380 REMOTE TERMINAL SERVER"                        YWLAA  1.0    SSB   N  Y  N  N  MS380010        6
"NMCC/DECNET MONITOR"                                             VTGAA  2.3    SSB   A  Y  N  N  NMCC023         2
"NMCC/VAX ETHERNIM"                                               514AA  2.3    SSB   A  Y  N  N  ENIM023         2
"PATHWORKS FOR VMS"                                               A93AA  4.1    SSB   A  Y  N  N  PCSA041         1
"PATHWORKS FOR VMS (Macintosh)"                                   YPCAA  1.1    SSB   A  Y  N  N  MSA011          1
"PBXSERVER"                                                       VCCEA  2.1    SSB   A  Y  N  N  PBXSERVER021    2
"PDP-11 C FOR VMS"                                                YEJAA  1.2    SSB   A  Y  N  N  PDP11C012       3
"PDP-11 DATATRIEVE/VAX"                                           105AA  3.3A   SSB   A  Y  N  N  DTR11033        3
"PDP-11 FORTRAN-77/VAX TO RSX"                                    138AA  5.4    SSB   A  Y  N  N  FOR77PDP054     3
"PDP-11 SYMBOLIC DEBUGGER/VAX TO RSX"                             139AA  2.2    SSB   A  Y  N  N  PDPDEBUG022     3
"REMOTE SYSTEM MANAGER"                                           B13AA  2.3    SSB   A  Y  N  N  RSMSRV023       2
"SESSION SUPPORT UTILITY"                                         VE3AA  1.3    SSB   A  Y  N  N  SSU013          2
"TERMINAL SERVER MANAGER"                                         VDHAA  1.5    SSB   A  Y  N  N  TSM015          2
"VAX 2780/3780 PROTOCOL EMULATOR"                                 111AA  1.7    SSB   A  Y  N  N  BSCPTP017       2
"VAX ACMS (Runtime)"                                              076AA  3.2    SSB   A  Y  N  N  ACMSRTO032      1
"VAX ACMS (Development)"                                          079AA  3.2    SSB   A  Y  N  N  ACMSDEV032      1
"VAX ACMS (Remote)"                                               Y30AA  3.2    SSB   A  Y  N  N  ACMSREM032      1
"VAX ACMS/JAPANESE (Runtime)"                                     076JA  3.2    SSB   A  Y  N  N  ACMSRTOJA032    5
"VAX ACMS/JAPANESE (Development)"                                 079JA  3.2    SSB   A  Y  N  N  ACMSDEVJA032    5
"VAX ACMS/JAPANESE (Remote)"                                      Y30JA  3.2    SSB   A  Y  N  N  ACMSREMJA032    5
