%LABEL CD_BIN_91931
%TYPE CONDIST
!
!PRODUCT NAME UPI INST VERSION KIT CH DIS ROOT SAVESET(S)
!------------------------------------------------------------------------------------------------------------------
"VAX KMS11-BD/BE HDLC/BSC FRAMING SOFTWARE" 920 Y V2.0 SUB A Y YN020 YN020
"VAX KMS11-BD/BE X.25 LINK LEVEL SOFTWARE" 757A Y V2.0 SUB2 A Y YO020 YO020
"VAX LANGUAGE SENSITIVE EDITOR" 057A Y V2.3 SUB U Y LSE023 LSE023
"VAX LIMS/SM" 456A Y V1.3 SUB1 A Y LIMSSM013 LIMSSM013
"VAX LISP FOR VMS SYSTEMS" 917A Y V2.2 SUB A Y LISP022 LISP022
"VAX MESSAGE ROUTER" 732 Y V3.1 SUB A Y MR031 MR031,MRGATE031,MRIF031
"VAX MESSAGE ROUTER X.400 GATEWAY" Z66 Y V2.1 SUB A Y MRX021 MRX021
"VAX MESSAGE ROUTER/P GATEWAY" VCGA Y V1.1 SUB1 A Y MRP011 MRP011
"VAX MESSAGE ROUTER/S GATEWAY" VDUA Y V1.1 SUB1 A Y MRS011 MRS011
"VAX NOTES" 960A Y V2.0 SUB A Y NOTES020 NOTES020
"VAX OPS5" 913A Y V3.0 SUB A Y OPS030 OPS030
"VAX P.S.I." 071A Y V4.2 SUB1 A Y PSI042 PSI042
"VAX P.S.I. ACCESS" 061A Y V4.2 SUB1 A Y PSI_AC042 PSI_AC042
"VAX PASCAL" 126A Y V3.9 SUB A Y PASCAL039 PASCAL039
"VAX PCL" S33 Y V1.2 SUB N Y XP012 XP012
"VAX PERFORMANCE ADVISOR" VE5A Y V2.0 SUB U Y VPA020 VPA020
"VAX PERFORMANCE AND COVERAGE ANALYZER" 119A Y V2.1 SUB U Y PCA021 PCA021
"VAX PL/I" 114A Y V3.3 SUB A Y PLI033 PLI033
"VAX PRINTSERVER CLIENT SOFTWARE" 797 Y V3.0 SUB U Y LPSVC030 LPSVC030
"VAX PRINTSERVER SUPPORTING HOST SOFTWARE" 798 Y V2.1 SUB A Y LPS40S021 LPS40S021
"VAX PRODUCER" **** Y V1.7 SUB A Y PRDUCR017 PRDUCR017
"VAX PRODUCER INTERPRETER" **** Y V1.7 SUB A Y PRDINT017 PRDINT017
"VAX PUBLIC ACCESS COMMUNICATIONS" **** Y V1.2 SUB A Y VAXPAC012 VAXPAC012
"VAX RDB/ELN" D07A Y V2.1 SUB A Y RDBB021 RDBB021
"VAX RDB/VMS" VD2A Y V3.0A SUB A Y RDBVMS RDBVMSDEV030,RDBVMSINT030,RDBVMSRTO030
"VAX REGIS TO SIXELS CONVERTER" VEFA Y V1.0 SUB A Y RETOS010 RETOS010
"VAX RMS JOURNALING" ZAK Y V5.1 SUB A Y RMSJNL051 NO_BINARIES
"VAX RPG II" 631A Y V2.1 SUB A Y RPG021 RPG021
"VAX SCAN" 495A Y V1.1 SUB A Y SCAN011 SCAN011
"VAX SCRIPTPRINTER SOFTWARE" VF9A Y V2.0 SUB1 A Y CPS020 CPS020
"VAX SOFTWARE PROJECT MANAGER" A82A Y V1.2 SUB A Y PM012 PM012
"VAX SOURCE CODE ANALYZER" VC6A Y V1.3 SUB U Y SCA013 SCA013
"VAX SPM" 850A Y V3.3 SUB U Y SPM033 SPM033,SPMC033
"VAX STORAGE LIBRARY SYSTEM" 0L7A Y V1.1 SUB1 A Y SLS011 SLS011,SLSRMT011
"VAX TDMS" 706A Y V1.8 SUB1 A Y TDMS018 TDMSDEV018,TDMSRTO018
"VAX TEAMDATA" 741A Y V1.3 SUB1 A Y TDA013 TDA013
"VAX TEAMDATA/DANSK" **** Y V1.3 SUB N Y TDADANSK013 TDA013
"VAX TEAMDATA/DEUTSCH" ZKJ Y V1.3 SUB N Y TDADEUTSCH013 TDA013
"VAX TEAMDATA/ESPANOL" ZKK Y V1.3 SUB1 N Y TDAESPANOL013 TDA013
"VAX TEAMDATA/FRANCAIS" ZKL Y V1.3 SUB N Y TDAFRANCAIS013 TDA013
"VAX TEAMDATA/NORSK" ZKM Y V1.3 SUB N Y TDANORSK013 TDA013
"VAX TEAMINFO/SVENSKA" **** Y V1.3 SUB1 N Y TDASVENSKA013 TDA013
"VAX VALU" 035A Y V2.1 SUB A Y VALU021 VALU021,VALURTO021
"VAX VOLUME SHADOWING" AB2A Y V5.1 SUB A Y VMSSHD051 NO_BINARIES
"VAX VTX" **** Y V3.1 SUB A Y VTX031 VTX031
"VAX WIDE AREA NETWORK DEVICE DRIVERS" **** Y V1.1 SUB1 A Y SYNC011 SYNC011
"VAX XWAY" 729A Y V1.1A SUB A Y XWAY011 XWAY011
"VAX-11 RSX" 382A Y V2.4 SUB A Y RSX024 RSX024
"VAX/VMS OPERATING SYSTEM" 001 N V5.1-B SUB A Y VMSU1051 VMSU1051
"VAX/VMS OPERATING SYSTEM" 001 N V5.1-1 SUB A Y VMSU2051 VMSU2051
"VAXCLUSTER CONSOLE SYSTEM" V01 Y V1.2 SUB A Y VCS012 VCS012
"VAXCLUSTER SOFTWARE" ZCE Y V5.1 SUB A Y VAXCLU051 NO_BINARIES
"VAXSET" **** Y V8.0 SUB N Y VAXSET080 NO_BINARIES
