%DISC_PRODUCT_NAME1 OpenVMS(TM) AXP(TM)
%DISC_PRODUCT_NAME2 Layered Products
!DISC_PRODUCT_NAME3 Software Binaries
!DISC_PRODUCT_NAME4 
%KIT_PART_NUMBER QA-03XAA-H8. M01
%SPINE_PART_NUMBER AV-PSQWP-RE                                                                                         
!
%DISC_PART_NUMBER AG-PSQUK-RE,AG-PWGNG-RE,AG-Q0T7E-RE,AG-Q2PLD-XE,AG-Q31VB-XE,AG-QBWHA-XE,AG-QBXFA-XE 
%DFARS Y
!
%LABEL AXPBINAUG941,AXPBINAUG942,AXPBINAUG943,AXPBINAUG944,AXPBINAUG945,AXPBINAUG946,AXPBINAUG947
%TYPE CONDIST
%RELEASE_DATE Aug 1994
%TOC_PART_NUMBER AA-PW3LG-RE
!
!Directive Class                 Format          Target_dir         File_name_suffix
!
%FILE      SAVESET               BINARY          [.KIT]             *
%FILE      PCSI_FILE             BINARY          [.KIT]             *
%FILE      SPD                   TEXT            [.DOCUMENTATION]   _SPD                                               
%FILE      SPD                   POST            [.DOCUMENTATION]   _SPD
%FILE      SSA                   TEXT            [.DOCUMENTATION]   _SSA
%FILE      SSA                   POST            [.DOCUMENTATION]   _SSA
%FILE      INSTALLATION_GUIDE    TEXT            [.DOCUMENTATION]   _IGUIDE
%FILE      INSTALLATION_GUIDE    POST            [.DOCUMENTATION]   _IGUIDE
%FILE      COVER_LETTER          TEXT            [.DOCUMENTATION]   _COVER
%FILE      COVER_LETTER          POST            [.DOCUMENTATION]   _COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET USER2$:[CDROM.AXP_PUBLIC]CDMENU018_VMSAXP.BCK [CDROM] VWJ8A 1.0 0003 SAVESET BINARY
!%ADD_SAVESET USER2$:[CDROM.AXP_PUBLIC]Q3CY94-FCS_DOC.BCK [README] VWJ8A 1.0 0003 SAVESET BINARY
!
%END_OF_DATA
!
!Product Name                                                    UPI    Ver     Kit  St In Ex No  Root              Disc
!-----------------------------------------------------------------------------------------------------------------------
! CATAGORY = DATABASE AND TRANSACTION PROCESSING
!-----------------------------------------------
! CATAGORY = TELECOMMUNICATIONS AND NETWORKING
!-----------------------------------------------
"DEC TCP/IP Services for OpenVMS AXP"                            0LXAA  3.1     SSB  A  Y  N  N   ALPHA_UCX031        4 !**
"DECnet SNA 3270 Terminal Emulator for OpenVMS"                  10ZAA  1.5     SSB  A  Y  N  N   SNATE015            4 !**
"DECnet SNA Application Programming Interface for OpenVMS"       10VAA  2.3     SSB  A  Y  N  N   SNALU0023           4 !**
"DECnet[TM] SNA 3270 Data Stream Programming Interface for OpenVMS" 10XAA  1.4  SSB  A  Y  N  N   SNA3270014          4 !**
"DECnet SNA Data Transfer Facility for OpenVMS (Server)"         205AA  3.1     SSB  A  Y  N  N   SNADTFS031          4 !**
"DECnet SNA Data Transfer Facility for OpenVMS (Utility)"        206AA  3.1     SSB  A  Y  N  N   SNADTFU031          4 !**
"DECnet SNA Gateway for Channel Transport"                       XX700  2.1     SSB  A  Y  N  N   SNACSA021           4 !**
"DECnet SNA Gateway for Synchronous Transport"                   XX701  1.2     SSB  A  Y  N  N   SNACST012           4 !**
"DECnet SNA APPC/LU6.2 Programming Interface for OpenVMS"        10SAA  2.2     SSB  A  Y  N  N   SNALU62022          4 !**
"DECnet SNA Printer Emulator for OpenVMS"                        10TAA  1.2     SSB  A  Y  N  N   SNAPRE012           4 !**
"DECnet SNA Remote Job Entry for OpenVMS"                        10UAA  1.4     SSB  A  Y  N  N   SNARJE014           4 !**
"DECnet/OSI for OpenVMS AXP"					 MTFAA  5.8     SSB  U  N  N  Y   DNVOSI058	      4 !**
"DECwindows[TM] DECnet SNA 3270 Terminal Emulator for OpenVMS"   10WAA  2.0     SSB  A  Y  N  N   SNADWTE020          4 !**
"DEC X.25 Client for OpenVMS AXP Systems"                        0TWAA  1.1     SSB  A  N  N  Y   X25CLIENT011        4 !**
"DECserver[TM] Network Access Software"                          0LWAA  1.3     SSB  A  N  N  Y   NA013               4 !**
"Reliable Transaction Router for OpenVMS AXP (Back End)"	 2AQAA  2.2	SSB  A  Y  N  N   RTRAVMV022          4 !**
"Reliable Transaction Router for OpenVMS AXP (Front End)"	 2ARAA  2.2	SSB  A  Y  N  N   RTRAVMV022	      4 !**
"MUXserver 320/380/90 Remote Terminal"				 YWLAA	2.0	SSB  A  Y  N  N   MS380020	      4 !**
"DEC X.500 Directory Services (Server)"                          2NZAA  1.3     SSB  A  Y  N  N   DXDA013             4 !REO**
"DEC X.500 Directory Services (Administration Facility)"         2P0AA  1.3     SSB  A  Y  N  N   DXDA013             4 !REO**
"DEC X.500 Directory Services (Starter kit)"                     01GAA  1.3     SSB  A  Y  N  N   DXDA013             4 !REO**
"DEC SNA 3270 Application Services (Development)"                2FKAA  1.1     SSB  A  Y  N  N   R3270011            4 !**
"DEC SNA 3270 Application Services (RunTime)"                    2FLAA  1.1     SSB  A  Y  N  N   R3270011            4 !**
"X.25 for OpenVMS AXP Systems"                                   0THAA  1.0A    SSB  U  N  N  Y   X25010              4 !**
"DECadmire for OpenVMS Systems"                                  2SSAA  2.0A    SSB  N  Y  N  N   DECADM_AM01020A     4 !**
"DECdfs for OpenVMS AXP"                                         VEQAA  2.0     SSB  N  Y  N  N   DECDFS020           4 !**
"DEComni API for OpenVMS AXP"                                    2QCAA  2.2     SSB  N  Y  N  N   OMNIAPI022          4 !REO**
"DECosap/AP for OpenVMS AXP"                                     2XVAA  2.0     SSB  N  Y  N  N   OSAPA020            4 !REO**
"DECosap/H1 for OpenVMS AXP"                                     2XWAA  2.0     SSB  N  Y  N  N   OSAPA020            4 !REO**
"DEC/EDI for OpenVMS AXP"                                        2QSAA  2.0     SSB  N  Y  N  N   DECEDIA020          4 !REO**
!
!-----------------------------------------------------------------------------------------------------------------------
! CATEGORY = LANGUAGE VARIANT
!-----------------------------------------------
"DECwindows Motif /Hebrew for OpenVMS AXP"                       08UTA  1.2     SSB  U  Y  N  N   DECWH$MOTIF_AXP012  5 !REO**
"DECwindows Motif OpenVMS User Interface/Cesky"                  0RGVA  1.2     SSB  U  Y  N  N   DECWMCS_CZ012       5 !REO**
"DECwindows Motif OpenVMS User Interface/Magyar"                 0RGUA  1.2     SSB  U  Y  N  N   DECWMHU_HU012       5 !REO**
"DECforms /Hanyu for OpenVMS AXP (Run-time System)"              0J93A  1.4A    SSB  A  N  N  Y   FORMSRT_AN_A014     5 !JRD**
"DECforms /Thai for OpenVMS AXP (Run-time System)"               0J95A  1.4A    SSB  A  N  N  Y   FORMSRT_AN_A014     5 !JRD**
"DECforms /Hangul for OpenVMS AXP (Run-time System)"             0J94A  1.4A    SSB  A  N  Y  Y   FORMSRT_AN_A014     5 !JRD**
"DEC DATATRIEVE/Japanese Version 6.1 for OpenVMS AXP"            0JKJA  6.1     SSB  A  Y  N  N   DTRAJA061           5 !JRD**
!"DECprint Supervisor/Japanese for OpenVMS AXP"                   0WKJA  1.0     SSB  A  Y  N  N   DCPSJ010             !JRD 
!"DEC TCP/IP Services/Japanese for OpenVMS AXP"                   0LXJA  3.0     SSB  A  Y  N  N   ALPHA_UCXJA030       !JRD 
!Both above products removed per Takehumi memo 27-jun-1994
"DEC Rdb/Hangul for OpenVMS/Hangul AXP"                          05Y4A  6.0     SSB  A  Y  N  N   DECRDBANA060        5 !JRD**
"DEC Rdb/Hanyu for OpenVMS/Hanyu AXP"                            05Y3A  6.0     SSB  A  Y  Y  N   DECRDBANA060        5 !JRD**
"DEC Rdb/Japanese for OpenVMS AXP"                               05YJA  6.0     SSB  A  Y  N  N   RDBAJA060           5 !JRD**
"DECwindows Motif /Hangul for OpenVMS AXP"                       MV44A  1.2     SSB  A  Y  N  N   DWMA_KO_KR012       5 !JRD**
"DECwindows Motif /Hanyu for OpenVMS AXP"                        MV43A  1.2     SSB  A  Y  N  N   DWMA_ZH_TW012       5 !JRD**
"DECwindows Motif /Japanese for OpenVMS AXP"                     MV4JA  1.2     SSB  A  Y  N  N   DWMA_JA_JP012       5 !JRD**
"DECwindows Motif/Thai for OpenVMS AXP"				 MV45A  1.2	SSB  A  Y  N  N   DWMA_TH_TH012       5 !JRD**
"DEC GKS/Japanese for OpenVMS AXP (Development)"                 02UJA  5.3     SSB  U  Y  N  N   AXPGKSJ053          5 !JRD**
"DEC GKS/Japanese for OpenVMS AXP (Run-Time)"                    02VJA  5.3     SSB  U  Y  N  N   AXPGKSRTOJ053       5 !JRD**
"DEC PHIGS/Japanese for OpenVMS AXP (Development)"               0A6JA  2.5     SSB  A  Y  N  N   AXPPHIGSJ025        5 !JRD**
"DEC PHIGS/Japanese for OpenVMS AXP (Run-Time)"                  0A7JA  2.5     SSB  A  Y  N  N   AXPPHIGSRTOJ025     5 !JRD**
"DEC FMS/Japanese for OpenVMS AXP (Development)"                 MVSJA  2.4     SSB  A  Y  N  N   FMSJA024            5 !JRD**
"DEC FMS/Japanese for OpenVMS AXP (Run-Time)"                    MVTJA  2.4     SSB  A  Y  N  N   FDVJA024            5 !JRD**
"DEC FMS/Hangul for OpenVMS AXP (Developement)"			 MVS4A	2.4	SSB  A  Y  N  N   HFMS024	      5 !JRD**
"DEC FMS/Hangul for OpenVMS AXP (Run Time)"			 MVT4A	2.4	SSB  A  Y  N  N   HFMSFDV024	      5 !JRD**
"DEC FMS/Hebrew for OpenVMS AXP (Developement)"			 MVSTA	2.4	SSB  A  Y  N  N   DECFMS_HEB024	      5 !REO**
"DEC FMS/Hebrew for OpenVMS AXP (Run Time)"			 MVTTA	2.4	SSB  A  Y  N  N   DECFDV_HEB024       5 !REO**
!
!-----------------------------------------------------------------------------------------------------------------------
! CATEGORY = LANGUAGE VARIANT
!-----------------------------------------------
"DECnet SNA 3270 Terminal Emulator/Japanese for OpenVMS"         10ZJA  1.5A    SSB  A  Y  N  N   JSNATEAA015         6 !JRD**
"DECnet SNA Remote Job Entry/Japanese for OpenVMS"               10UJA  1.4A    SSB  A  Y  N  N   JSNARJEAA014        6 !JRD**
"DECwindows Motif OpenVMS User Interface/Deutsch"                XDDGA  1.2     SSB  U  Y  N  N   DECWMDE_DE012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Espanol"                XDDSA  1.2     SSB  U  Y  N  N   DECWMES_ES012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Francais"               XDDPA  1.2     SSB  U  Y  N  N   DECWMFR_FR012       6 !REO**
"DECwindows Motif OpenVMS User Interface/Italiano"               XDDUA  1.2     SSB  U  Y  N  N   DECWMIT_IT012       6 !REO**
